date,updated_baseline_gross,updated_baseline_net
2007-10-15,-0.003893601374421204,-0.003893601374421204
2007-10-16,-0.0006435011602016037,-0.0006435011602016037
2007-10-17,9.616432006989478e-06,9.616432006989478e-06
2007-10-18,0.0005200647328243546,0.0005200647328243546
2007-10-19,-0.002829020174251473,-0.002829020174251473
2007-10-22,-0.000801208212799873,-0.000801208212799873
2007-10-23,0.003784765269083782,0.003784765269083782
2007-10-24,-0.002827900861123849,-0.002827900861123849
2007-10-25,0.0016942192177242504,0.0016942192177242504
2007-10-26,0.005024407832459361,0.005024407832459361
2007-10-29,0.00016450621694007314,0.00016450621694007314
2007-10-30,-0.0007572002441122042,-0.0007572002441122042
2007-10-31,0.005455669429265567,0.005455669429265567
2007-11-01,-0.015712355873737368,-0.018196923814696245
2007-11-02,0.0027418770064245404,0.0027418770064245404
2007-11-05,0.0009113622117766097,0.0009113622117766097
2007-11-06,0.013495285436755461,0.013495285436755461
2007-11-07,-0.011295851319412131,-0.011295851319412131
2007-11-08,-0.006412811908971648,-0.006412811908971648
2007-11-09,-0.021058382603667644,-0.021058382603667644
2007-11-12,-0.022999365572258793,-0.022999365572258793
2007-11-13,0.02243293740181447,0.02243293740181447
2007-11-14,0.019931172901533574,0.019931172901533574
2007-11-15,-0.014312848094030894,-0.014312848094030894
2007-11-16,0.0026460551045553995,0.0026460551045553995
2007-11-19,-0.012687705380166853,-0.012687705380166853
2007-11-20,0.010274782700141462,0.010274782700141462
2007-11-21,-0.018228736867410916,-0.018228736867410916
2007-11-22,0.004277331433394334,0.004277331433394334
2007-11-23,-0.008008584503516835,-0.008008584503516835
2007-11-26,-0.012452085914714035,-0.012452085914714035
2007-11-27,-0.004809059123598477,-0.004809059123598477
2007-11-28,0.035671322245877664,0.035671322245877664
2007-11-29,0.005530044829371781,0.005530044829371781
2007-11-30,0.005634210059641339,0.005634210059641339
2007-12-03,-0.0005627744948542856,-0.0028402751885524278
2007-12-04,-0.004593622042127058,-0.004593622042127058
2007-12-05,0.008218759967412117,0.008218759967412117
2007-12-06,0.003757655545024086,0.003757655545024086
2007-12-07,-0.00034286659489373653,-0.00034286659489373653
2007-12-10,0.003314439680821517,0.003314439680821517
2007-12-11,-0.002558402344489114,-0.002558402344489114
2007-12-12,0.006554610100188991,0.006554610100188991
2007-12-13,-0.003073832537003146,-0.003073832537003146
2007-12-14,0.00012392855861557452,0.00012392855861557452
2007-12-17,-0.0009630250521998006,-0.0009630250521998006
2007-12-18,0.003613855173648435,0.003613855173648435
2007-12-19,5.3080554040486395e-05,5.3080554040486395e-05
2007-12-20,-0.0008741593236842602,-0.0008741593236842602
2007-12-21,0.002598141783176179,0.002598141783176179
2007-12-24,0.0026966833725792306,0.0026966833725792306
2007-12-25,0.0007008753751918038,0.0007008753751918038
2007-12-26,0.00024523108105989225,0.00024523108105989225
2007-12-27,-0.0016478188593467946,-0.0016478188593467946
2007-12-28,-0.003731911542683178,-0.003731911542683178
2007-12-31,-0.0036683531297343162,-0.0036683531297343162
2008-01-01,0.0001961634753922987,-0.0024318327963869534
2008-01-02,-0.0015647235886672541,-0.0015647235886672541
2008-01-03,-0.00048474741845727545,-0.00048474741845727545
2008-01-04,-0.0008358392018622747,-0.0008358392018622747
2008-01-07,0.003041529973143032,0.003041529973143032
2008-01-08,0.0009101668106491494,0.0009101668106491494
2008-01-09,0.0024648140789723647,0.0024648140789723647
2008-01-10,0.0003369182706585382,0.0003369182706585382
2008-01-11,0.003385447320049734,0.003385447320049734
2008-01-14,-0.0006678306491502306,-0.0006678306491502306
2008-01-15,-0.0005710400219373778,-0.0005710400219373778
2008-01-16,-0.0017335467913427492,-0.0017335467913427492
2008-01-17,-0.002247417081742851,-0.002247417081742851
2008-01-18,-0.002849260766705736,-0.002849260766705736
2008-01-21,-0.006268511111062159,-0.006268511111062159
2008-01-22,0.0011666268990390208,0.0011666268990390208
2008-01-23,-0.0021739184250607725,-0.0021739184250607725
2008-01-24,0.008579183517152556,0.008579183517152556
2008-01-25,-0.0010468242898274748,-0.0010468242898274748
2008-01-28,-0.0025711929269878206,-0.0025711929269878206
2008-01-29,0.0034661736823440766,0.0034661736823440766
2008-01-30,-0.002708828850238561,-0.002708828850238561
2008-01-31,0.0005558316468700767,0.0005558316468700767
2008-02-01,0.009617429608954288,0.00812637448718816
2008-02-04,-0.0011786958054201932,-0.0011786958054201932
2008-02-05,-0.008951521960878589,-0.008951521960878589
2008-02-06,-0.00047529902637256135,-0.00047529902637256135
2008-02-07,-0.0030567477589483845,-0.0030567477589483845
2008-02-08,-0.0024664748310354234,-0.0024664748310354234
2008-02-11,0.0003126938511663367,0.0003126938511663367
2008-02-12,0.0068282344535112015,0.0068282344535112015
2008-02-13,0.003547147287533389,0.003547147287533389
2008-02-14,0.000522956684130414,0.000522956684130414
2008-02-15,-0.002494038810163348,-0.002494038810163348
2008-02-18,0.009226702284455619,0.009226702284455619
2008-02-19,-0.0026836897781234367,-0.0026836897781234367
2008-02-20,-0.006118332734904304,-0.006118332734904304
2008-02-21,0.005731981522398408,0.005731981522398408
2008-02-22,0.002108068845782855,0.002108068845782855
2008-02-25,0.004682564075078154,0.004682564075078154
2008-02-26,0.009112194604305976,0.009112194604305976
2008-02-27,0.0022090329877555983,0.0022090329877555983
2008-02-28,-0.004560291065914527,-0.004560291065914527
2008-02-29,-0.015957607844358807,-0.015957607844358807
2008-03-03,-0.0007610165425826886,-0.0025025891323535838
2008-03-04,-0.00500990599582787,-0.00500990599582787
2008-03-05,0.0025490031293116766,0.0025490031293116766
2008-03-06,-0.018943754528315166,-0.018943754528315166
2008-03-07,-0.0024767360723847677,-0.0024767360723847677
2008-03-10,-0.008731454617921726,-0.008731454617921726
2008-03-11,0.01239078949761055,0.01239078949761055
2008-03-12,-0.0006316177538158287,-0.0006316177538158287
2008-03-13,-0.012785971223815775,-0.012785971223815775
2008-03-14,-0.0061157396262218324,-0.0061157396262218324
2008-03-17,-0.012896922327108474,-0.012896922327108474
2008-03-18,0.025776504179786382,0.025776504179786382
2008-03-19,-0.006558873899295449,-0.006558873899295449
2008-03-20,-0.0010558512392816303,-0.0010558512392816303
2008-03-21,-0.002337507857663714,-0.002337507857663714
2008-03-24,0.007323091220991949,0.007323091220991949
2008-03-25,-0.007968724141465305,-0.007968724141465305
2008-03-26,-0.0054953490039955704,-0.0054953490039955704
2008-03-27,-0.0011860298565690868,-0.0011860298565690868
2008-03-28,-0.014238497826192855,-0.014238497826192855
2008-03-31,-0.003761819887078194,-0.003761819887078194
2008-04-01,0.004783753867560527,0.003151511530358612
2008-04-02,0.009160164674167593,0.009160164674167593
2008-04-03,-0.0009922822650218679,-0.0009922822650218679
2008-04-04,0.0017919924233675538,0.0017919924233675538
2008-04-07,0.007780937244831917,0.007780937244831917
2008-04-08,0.002468005319264233,0.002468005319264233
2008-04-09,0.0009221001484457005,0.0009221001484457005
2008-04-10,-0.0037357343133712253,-0.0037357343133712253
2008-04-11,-0.0006956925720131018,-0.0006956925720131018
2008-04-14,-0.0024541041934545834,-0.0024541041934545834
2008-04-15,-0.0030153498674828504,-0.0030153498674828504
2008-04-16,0.005137727839663122,0.005137727839663122
2008-04-17,0.0032217552928614926,0.0032217552928614926
2008-04-18,0.00740917278849534,0.00740917278849534
2008-04-21,0.008680483540344666,0.008680483540344666
2008-04-22,0.006163236806696126,0.006163236806696126
2008-04-23,0.0024611579403054605,0.0024611579403054605
2008-04-24,0.0012491930551416727,0.0012491930551416727
2008-04-25,0.0030766711554001984,0.0030766711554001984
2008-04-28,0.0038770046493733874,0.0038770046493733874
2008-04-29,-0.0036670553857449523,-0.0036670553857449523
2008-04-30,0.006273823116527832,0.006273823116527832
2008-05-01,0.0063679503942803755,0.004966849242220854
2008-05-02,0.005553110780899449,0.005553110780899449
2008-05-05,-0.0015337162918740402,-0.0015337162918740402
2008-05-06,-0.0017283708834157016,-0.0017283708834157016
2008-05-07,-0.00884606127223676,-0.00884606127223676
2008-05-08,-0.0033302494971389897,-0.0033302494971389897
2008-05-09,-0.009362788720496808,-0.009362788720496808
2008-05-12,0.009810497445381294,0.009810497445381294
2008-05-13,0.006250697599242264,0.006250697599242264
2008-05-14,-0.0015976541960646647,-0.0015976541960646647
2008-05-15,0.003562532618751701,0.003562532618751701
2008-05-16,0.005216136977067234,0.005216136977067234
2008-05-19,0.00029253984700119994,0.00029253984700119994
2008-05-20,-0.007333601072635896,-0.007333601072635896
2008-05-21,-0.006256341013678848,-0.006256341013678848
2008-05-22,0.009350382145218411,0.009350382145218411
2008-05-23,-0.0006887979847798153,-0.0006887979847798153
2008-05-26,0.002910659367793062,0.002910659367793062
2008-05-27,0.0037240013028289175,0.0037240013028289175
2008-05-28,0.006604347051981471,0.006604347051981471
2008-05-29,0.006981600283878396,0.006981600283878396
2008-05-30,0.0041101288760409475,0.0041101288760409475
2008-06-02,-0.0039625152711591305,-0.0039625152711591305
2008-06-03,0.0028755641919726207,0.0020551896504065175
2008-06-04,-0.0006903356947035558,-0.0006903356947035558
2008-06-05,-0.0029617478764697425,-0.0029617478764697425
2008-06-06,-0.004653282545448795,-0.004653282545448795
2008-06-09,0.006521627654434752,0.006521627654434752
2008-06-10,-0.0003644172076910843,-0.0003644172076910843
2008-06-11,0.0010766263528189735,0.0010766263528189735
2008-06-12,0.005602507457623149,0.005602507457623149
2008-06-13,0.0009442607614747762,0.0009442607614747762
2008-06-16,0.006659205491713898,0.006659205491713898
2008-06-17,0.00852483549099923,0.00852483549099923
2008-06-18,0.0002420233723391869,0.0002420233723391869
2008-06-19,0.006217992042416257,0.006217992042416257
2008-06-20,-0.00460011897900627,-0.00460011897900627
2008-06-23,-0.006054317347091892,-0.006054317347091892
2008-06-24,-0.0026330627061209796,-0.0026330627061209796
2008-06-25,0.0034593412585835755,0.0034593412585835755
2008-06-26,-0.023394599809318524,-0.023394599809318524
2008-06-27,0.000273236624242364,0.000273236624242364
2008-06-30,-0.0012514201582450274,-0.0012514201582450274
2008-07-01,-0.005272259374683429,-0.007447706627950976
2008-07-02,0.009500492378521975,0.009500492378521975
2008-07-03,0.005351155257349572,0.005351155257349572
2008-07-04,0.006089957050538532,0.006089957050538532
2008-07-07,-0.0012806401368959577,-0.0012806401368959577
2008-07-08,0.00020928779848654745,0.00020928779848654745
2008-07-09,-0.002584701753182393,-0.002584701753182393
2008-07-10,0.0031523668217614447,0.0031523668217614447
2008-07-11,-0.0034252553110763083,-0.0034252553110763083
2008-07-14,0.0031886663820812245,0.0031886663820812245
2008-07-15,-0.010201314102924509,-0.010201314102924509
2008-07-16,0.006172625547625588,0.006172625547625588
2008-07-17,0.012993047514299066,0.012993047514299066
2008-07-18,0.002760186227444387,0.002760186227444387
2008-07-21,-0.000347331679428147,-0.000347331679428147
2008-07-22,0.008174408742123256,0.008174408742123256
2008-07-23,0.009177779837158758,0.009177779837158758
2008-07-24,-0.004424943039979813,-0.004424943039979813
2008-07-25,0.001231722581818758,0.001231722581818758
2008-07-28,0.0011988562885773843,0.0011988562885773843
2008-07-29,0.009430073926331104,0.009430073926331104
2008-07-30,0.006408109101368061,0.006408109101368061
2008-07-31,0.0018154076674245041,0.0018154076674245041
2008-08-01,0.008245393955287707,0.007038849698398254
2008-08-04,-0.0006380330682125852,-0.0006380330682125852
2008-08-05,0.0005245428202665025,0.0005245428202665025
2008-08-06,0.0018471506301981778,0.0018471506301981778
2008-08-07,-0.0042295496871140315,-0.0042295496871140315
2008-08-08,-0.00021045328234575549,-0.00021045328234575549
2008-08-11,0.001448699872530883,0.001448699872530883
2008-08-12,-0.00037492715272641403,-0.00037492715272641403
2008-08-13,-0.0015917366206451974,-0.0015917366206451974
2008-08-14,0.0027889441401707125,0.0027889441401707125
2008-08-15,0.0011935017063185321,0.0011935017063185321
2008-08-18,-0.0026007371489568027,-0.0026007371489568027
2008-08-19,0.0012895152713225627,0.0012895152713225627
2008-08-20,0.0033517028552270656,0.0033517028552270656
2008-08-21,-8.712190617431734e-05,-8.712190617431734e-05
2008-08-22,0.004421815032578763,0.004421815032578763
2008-08-25,0.000741862870840193,0.000741862870840193
2008-08-26,0.0024169087179732283,0.0024169087179732283
2008-08-27,0.0012760936691267434,0.0012760936691267434
2008-08-28,-0.00044570274984650625,-0.00044570274984650625
2008-08-29,-0.0006700349584422038,-0.0006700349584422038
2008-09-01,-0.00129787446120622,-0.00129787446120622
2008-09-02,0.0006444466951517208,-0.0005592231576641092
2008-09-03,-0.002071962072291126,-0.002071962072291126
2008-09-04,-0.024113448826376376,-0.024113448826376376
2008-09-05,-0.002179820616607044,-0.002179820616607044
2008-09-08,-0.003866075887595114,-0.003866075887595114
2008-09-09,-0.009772670698583105,-0.009772670698583105
2008-09-10,-0.00394560159668058,-0.00394560159668058
2008-09-11,-0.007821657822748972,-0.007821657822748972
2008-09-12,0.00957198111779237,0.00957198111779237
2008-09-15,-0.023864560622879043,-0.023864560622879043
2008-09-16,0.004767151536206993,0.004767151536206993
2008-09-17,-0.034481972307206135,-0.034481972307206135
2008-09-18,0.01106197910311888,0.01106197910311888
2008-09-19,0.03386403675558291,0.03386403675558291
2008-09-22,-0.01059710849274784,-0.01059710849274784
2008-09-23,-0.011048692209178687,-0.011048692209178687
2008-09-24,0.00035939305162885056,0.00035939305162885056
2008-09-25,0.015761491994253942,0.015761491994253942
2008-09-26,-0.002524808991200729,-0.002524808991200729
2008-09-29,-0.0377023557407509,-0.0377023557407509
2008-09-30,0.02053939829207238,0.02053939829207238
2008-10-01,0.0017206940186194355,-0.0027365391205385592
2008-10-02,-0.012340051125192299,-0.012340051125192299
2008-10-03,0.004419764614536281,0.004419764614536281
2008-10-06,-0.02744961016660221,-0.02744961016660221
2008-10-07,-0.008756811726399695,-0.008756811726399695
2008-10-08,-0.009130711005072093,-0.009130711005072093
2008-10-09,0.0016056245029040651,0.0016056245029040651
2008-10-10,-0.005661448970747959,-0.005661448970747959
2008-10-13,0.01349493379690032,0.01349493379690032
2008-10-14,0.004928600543703,0.004928600543703
2008-10-15,-0.04025119301876692,-0.04025119301876692
2008-10-16,0.020241451652323137,0.020241451652323137
2008-10-17,0.0026191873156779385,0.0026191873156779385
2008-10-20,-0.002822784768983149,-0.002822784768983149
2008-10-21,-0.021480946741208515,-0.021480946741208515
2008-10-22,-0.028776058331927493,-0.028776058331927493
2008-10-23,0.018974024217706102,0.018974024217706102
2008-10-24,-0.006657697538315744,-0.006657697538315744
2008-10-27,0.011825073572747126,0.011825073572747126
2008-10-28,0.030690940854849486,0.030690940854849486
2008-10-29,0.0029720857944909246,0.0029720857944909246
2008-10-30,-0.017909033826402194,-0.017909033826402194
2008-10-31,0.007611882174578319,0.007611882174578319
2008-11-03,-3.1250011650284498e-06,-0.0019408805336781243
2008-11-04,0.009045551337259329,0.009045551337259329
2008-11-05,-0.0034853942915459373,-0.0034853942915459373
2008-11-06,-0.001954513493136906,-0.001954513493136906
2008-11-07,0.0039239551648072545,0.0039239551648072545
2008-11-10,0.0008559059655319526,0.0008559059655319526
2008-11-11,-0.004977646848007157,-0.004977646848007157
2008-11-12,-0.008890389279962182,-0.008890389279962182
2008-11-13,0.003498749881165458,0.003498749881165458
2008-11-14,0.005671664181149786,0.005671664181149786
2008-11-17,-0.004085668843887754,-0.004085668843887754
2008-11-18,-0.0007191890938358336,-0.0007191890938358336
2008-11-19,-0.007171394121602495,-0.007171394121602495
2008-11-20,-0.0004821985865953533,-0.0004821985865953533
2008-11-21,0.004139543866219556,0.004139543866219556
2008-11-24,0.005047670757389195,0.005047670757389195
2008-11-25,0.0008214706010700706,0.0008214706010700706
2008-11-26,0.005320664325651954,0.005320664325651954
2008-11-27,-0.00218157765240555,-0.00218157765240555
2008-11-28,0.0004771635274609128,0.0004771635274609128
2008-12-01,-0.006606325378159822,-0.006606325378159822
2008-12-02,0.0010517059271369137,-0.0002468388027485951
2008-12-03,0.00040024972820237284,0.00040024972820237284
2008-12-04,0.0031346149579982094,0.0031346149579982094
2008-12-05,0.004318023318864717,0.004318023318864717
2008-12-08,-0.003482553023625143,-0.003482553023625143
2008-12-09,0.007314455712932453,0.007314455712932453
2008-12-10,-0.00038813789146038645,-0.00038813789146038645
2008-12-11,-0.00128677928667964,-0.00128677928667964
2008-12-12,-0.0036745335637920424,-0.0036745335637920424
2008-12-15,-0.0014355664394371348,-0.0014355664394371348
2008-12-16,-0.0032936881957593366,-0.0032936881957593366
2008-12-17,-0.007901512541923453,-0.007901512541923453
2008-12-18,0.004102132272169633,0.004102132272169633
2008-12-19,0.004482280573208372,0.004482280573208372
2008-12-22,-0.004627490486393905,-0.004627490486393905
2008-12-23,-7.77506013661509e-05,-7.77506013661509e-05
2008-12-24,-0.0007624580689109399,-0.0007624580689109399
2008-12-25,0.0012851413217653028,0.0012851413217653028
2008-12-26,9.774915650796989e-05,9.774915650796989e-05
2008-12-29,-0.00395014938736872,-0.00395014938736872
2008-12-30,0.0008029268168300045,0.0008029268168300045
2008-12-31,-0.0012566902863536838,-0.0012566902863536838
2009-01-01,0.0020145690769823492,0.0002601922176498582
2009-01-02,0.0009742909834578027,0.0009742909834578027
2009-01-05,0.009894454099544543,0.009894454099544543
2009-01-06,0.0026319190484101703,0.0026319190484101703
2009-01-07,-0.006810064257632318,-0.006810064257632318
2009-01-08,-0.006517161013161958,-0.006517161013161958
2009-01-09,0.004202469606392845,0.004202469606392845
2009-01-12,-0.0059768855068279255,-0.0059768855068279255
2009-01-13,0.003283238284882678,0.003283238284882678
2009-01-14,-0.0016528045340829254,-0.0016528045340829254
2009-01-15,0.00417189609537176,0.00417189609537176
2009-01-16,-0.0014658476414883639,-0.0014658476414883639
2009-01-19,0.0009893109190988367,0.0009893109190988367
2009-01-20,-0.001024304525781286,-0.001024304525781286
2009-01-21,0.003240075349391092,0.003240075349391092
2009-01-22,-0.002089131741062111,-0.002089131741062111
2009-01-23,-0.004818760657077027,-0.004818760657077027
2009-01-26,0.0001316342534522228,0.0001316342534522228
2009-01-27,0.00023337531483546626,0.00023337531483546626
2009-01-28,0.0048920387949035905,0.0048920387949035905
2009-01-29,-0.0003804178381144383,-0.0003804178381144383
2009-01-30,-0.0011842873784941809,-0.0011842873784941809
2009-02-02,-0.0018517126020685623,-0.0018517126020685623
2009-02-03,-0.005262010104897308,-0.006484850030164871
2009-02-04,0.001384174201766221,0.001384174201766221
2009-02-05,0.010580598184946968,0.010580598184946968
2009-02-06,0.00275005187796666,0.00275005187796666
2009-02-09,-0.0022533965217069853,-0.0022533965217069853
2009-02-10,-0.008243155107568815,-0.008243155107568815
2009-02-11,0.0006804524163118114,0.0006804524163118114
2009-02-12,0.0012748230955219732,0.0012748230955219732
2009-02-13,0.003610600628424652,0.003610600628424652
2009-02-16,-0.00012556065163093068,-0.00012556065163093068
2009-02-17,-0.004616169954054818,-0.004616169954054818
2009-02-18,0.005303729803588328,0.005303729803588328
2009-02-19,-3.646123522601564e-05,-3.646123522601564e-05
2009-02-20,-0.007291310666709003,-0.007291310666709003
2009-02-23,0.006113967607191098,0.006113967607191098
2009-02-24,0.004837833106106677,0.004837833106106677
2009-02-25,0.005310328171531577,0.005310328171531577
2009-02-26,0.003348564868320904,0.003348564868320904
2009-02-27,1.0663200914219021e-05,1.0663200914219021e-05
2009-03-02,-0.006392203096899779,-0.006392203096899779
2009-03-03,0.0012586247053311649,0.0002147870047260864
2009-03-04,0.0029216296306478354,0.0029216296306478354
2009-03-05,-0.0076027743333960795,-0.0076027743333960795
2009-03-06,0.00031369525931259235,0.00031369525931259235
2009-03-09,0.0012757779220392593,0.0012757779220392593
2009-03-10,0.0059363594774691575,0.0059363594774691575
2009-03-11,-0.0034048670535568,-0.0034048670535568
2009-03-12,0.013402369718402652,0.013402369718402652
2009-03-13,-0.002246913225514517,-0.002246913225514517
2009-03-16,-0.0010436819297646633,-0.0010436819297646633
2009-03-17,-0.0012415906203105207,-0.0012415906203105207
2009-03-18,-0.007179511339148374,-0.007179511339148374
2009-03-19,-0.008449676937022988,-0.008449676937022988
2009-03-20,0.007284112560783038,0.007284112560783038
2009-03-23,0.0057471889602196576,0.0057471889602196576
2009-03-24,0.0030483482334895287,0.0030483482334895287
2009-03-25,-0.004736051536769165,-0.004736051536769165
2009-03-26,0.003418436232855885,0.003418436232855885
2009-03-27,9.219588489602602e-05,9.219588489602602e-05
2009-03-30,-0.0005684891455182051,-0.0005684891455182051
2009-03-31,0.007871033461966354,0.007871033461966354
2009-04-01,0.012721768831181889,0.01075344657562756
2009-04-02,0.00924793582471942,0.00924793582471942
2009-04-03,0.004353000550691893,0.004353000550691893
2009-04-06,-0.0011206355514085387,-0.0011206355514085387
2009-04-07,-0.0034817095306597695,-0.0034817095306597695
2009-04-08,0.008027076154030128,0.008027076154030128
2009-04-09,0.004753177962461675,0.004753177962461675
2009-04-10,-0.000731774135903651,-0.000731774135903651
2009-04-13,0.0008795764076789444,0.0008795764076789444
2009-04-14,-0.0025760776285136166,-0.0025760776285136166
2009-04-15,0.0019423078523529438,0.0019423078523529438
2009-04-16,0.004395440552939434,0.004395440552939434
2009-04-17,-0.0007076479062655887,-0.0007076479062655887
2009-04-20,-0.0099741266823527,-0.0099741266823527
2009-04-21,0.006421297017195018,0.006421297017195018
2009-04-22,0.0034854113419185003,0.0034854113419185003
2009-04-23,-0.0038771821918971803,-0.0038771821918971803
2009-04-24,0.007278704686427341,0.007278704686427341
2009-04-27,-0.005459404295467532,-0.005459404295467532
