date,static_baseline,binary_gate,probability_scaled
2012-09-12,-0.004449931297538002,-0.004449931297538002,-0.0027448496322089273
2012-09-13,0.0007942697955924086,0.0007942697955924086,0.000489929172055463
2012-09-14,0.007619352040864817,0.007619352040864817,0.004699842368040411
2012-09-17,-0.0021429586585039032,-0.0021429586585039032,-0.001321840471759136
2012-09-18,0.006578719900062463,0.006578719900062463,0.004057949593083083
2012-09-19,-0.003237458089895149,-0.003237458089895149,-0.0019969601895330445
2012-09-20,0.002992524458128556,0.002992524458128556,0.0018458778594660397
2012-09-21,0.006301773469624902,0.006301773469624902,0.0038871208191312923
2012-09-24,-0.0021254308698746604,-0.0021254308698746604,-0.0013110288117681084
2012-09-25,0.0033639544921845958,0.0033639544921845958,0.002074986923000152
2012-09-26,0.0008846618695902313,0.0008846618695902313,0.000545685684791917
2012-09-27,0.0015175370710742379,0.0015175370710742379,0.0009360618834061814
2012-09-28,0.0018476086291150076,0.0018476086291150076,0.0011396598120286061
2012-10-01,0.005767240330452188,0.005767240330452188,0.00355740492188284
2012-10-02,0.0011632173978607292,0.0011632173978607292,0.0008626571834286123
2012-10-03,-0.003727556942410282,-0.003727556942410282,-0.003727556942410282
2012-10-04,0.00016009778614981506,0.00016009778614981506,0.00016009778614981506
2012-10-05,-0.010094840913843018,-0.010094840913843018,-0.010094840913843018
2012-10-08,-0.0087261238264273,-0.0087261238264273,-0.0087261238264273
2012-10-09,0.0015867420160685939,0.0015867420160685939,0.0015867420160685939
2012-10-10,-0.0002482990055703607,-0.0002482990055703607,-0.0002482990055703607
2012-10-11,0.009377869307571923,0.009377869307571923,0.009377869307571923
2012-10-12,-0.005399474159164471,-0.005399474159164471,-0.005399474159164471
2012-10-15,-0.003527501625758279,-0.003527501625758279,-0.003527501625758279
2012-10-16,0.005426793965560105,0.005426793965560105,0.005426793965560105
2012-10-17,0.00034725398843272895,0.00034725398843272895,0.00034725398843272895
2012-10-18,0.005317105590457864,0.005317105590457864,0.005317105590457864
2012-10-19,0.0010602079031567823,0.0010602079031567823,0.0010602079031567823
2012-10-22,0.004228734262377533,0.004228734262377533,0.004228734262377533
2012-10-23,-0.010754697155009589,-0.010754697155009589,-0.010754697155009589
2012-10-24,-0.005402476059000623,-0.005402476059000623,-0.005402476059000623
2012-10-25,0.005470050250230219,0.005470050250230219,0.005470050250230219
2012-10-26,-0.007186101793905606,-0.007186101793905606,-0.007186101793905606
2012-10-29,-0.0017948004553839107,-0.0017948004553839107,-0.0017948004553839107
2012-10-30,0.001962099697835834,0.001962099697835834,0.001962099697835834
2012-10-31,0.00034457813268079615,0.00034457813268079615,0.00034457813268079615
2012-11-01,0.005423193215136849,-0.0022778268724132165,-0.0003146906992357035
2012-11-02,0.008874850587941439,0.0,0.0022211023983943834
2012-11-05,0.001759982997498284,0.0,0.00044046966404011416
2012-11-06,0.008223471370542725,0.0,0.0020580821956662004
2012-11-07,-0.00461525907036049,0.0,-0.0011550575290042002
2012-11-08,-0.008976228263567644,0.0,-0.0022464741155005788
2012-11-09,0.004152996286807155,0.0,0.0010393673585540257
2012-11-12,-0.0076241323025725925,0.0,-0.00190808604326577
2012-11-13,-0.006696480928033223,0.0,-0.0016759234088138965
2012-11-14,0.002013754774343784,0.0,0.0005039809419609162
2012-11-15,0.006426094915982094,0.0,0.0016082540983383996
2012-11-16,0.00410237326609615,0.0,0.0010266979719991743
2012-11-19,0.0008129928794317228,0.0,0.00020346713631853993
2012-11-20,0.0038515336513697627,0.0,0.0009639205241581813
2012-11-21,-0.0031162158618793703,0.0,-0.0007798930760749116
2012-11-22,0.0026323088335814624,0.0,0.0006587860162430812
2012-11-23,-0.014975482909092699,0.0,-0.0037479032099643674
2012-11-26,0.002444273060573487,0.0,0.0006117264401664508
2012-11-27,0.010405952054578092,0.0,0.002604290048263386
2012-11-28,-0.00045737149575823225,0.0,-0.00011446603141309578
2012-11-29,0.0021942751601055736,0.0,0.0005491596475404085
2012-11-30,0.0028498741844661763,0.0,0.000713235938286179
2012-12-03,-0.006545835182914295,0.0,-0.0006397763111371592
2012-12-04,0.0005657952180595028,0.0,0.0
2012-12-05,0.019719533554818505,0.0,0.0
2012-12-06,0.029408751417311797,0.0,0.0
2012-12-07,0.006064823445934569,0.0,0.0
2012-12-10,-0.0023995284963304734,0.0,0.0
2012-12-11,0.0009861352900921725,0.0,0.0
2012-12-12,0.004077113212971203,0.0,0.0
2012-12-13,-0.003572196557433448,0.0,0.0
2012-12-14,-0.005335763952742165,0.0,0.0
2012-12-17,-0.004198031048734181,0.0,0.0
2012-12-18,0.006109245606061438,0.0,0.0
2012-12-19,0.008410332187602173,0.0,0.0
2012-12-20,4.135428970460797e-05,0.0,0.0
2012-12-21,-0.008528797148675818,0.0,0.0
2012-12-24,0.012564613727091483,0.0,0.0
2012-12-25,-3.386717782019469e-05,0.0,0.0
2012-12-26,0.003965833472747515,0.0,0.0
2012-12-27,0.005413786563993754,0.0,0.0
2012-12-28,0.007717492327095907,0.0,0.0
2012-12-31,0.0027313591261872686,0.0,0.0
2013-01-01,-0.002075973755888183,0.0,-0.0018492628237329798
2013-01-02,0.008058137189816569,0.0,0.003381780291359965
2013-01-03,0.005035595078980214,0.0,0.0021133018453551753
2013-01-04,0.005068926125919823,0.0,0.0021272899762315263
2013-01-07,0.0006733074988549664,0.0,0.0002825687843252555
2013-01-08,-0.0028181429335637593,0.0,-0.0011826976888660067
2013-01-09,0.006641352108618911,0.0,0.002787194253442666
2013-01-10,-0.005481269414720544,0.0,-0.0023003392026834006
2013-01-11,-0.00905752799989801,0.0,-0.0038011973433767494
2013-01-14,0.008078384717020276,0.0,0.003390277626020982
2013-01-15,-0.005141508029963755,0.0,-0.002157750620772966
2013-01-16,-0.0002202408261579587,0.0,-9.242906489542832e-05
2013-01-17,0.015106718664474151,0.0,0.006339877597417939
2013-01-18,0.005939526312938941,0.0,0.0024926571181357686
2013-01-21,-0.0016197133491255703,0.0,-0.0006797494945417009
2013-01-22,-0.0069144139709436,0.0,-0.0029017908658580845
2013-01-23,-0.005925844854771467,0.0,-0.0024869153834770064
2013-01-24,0.010725918393504369,0.0,0.004501375265207429
2013-01-25,0.005055117812875598,0.0,0.0021214950040425572
2013-01-28,0.006452305042478176,0.0,0.0027078563584236907
2013-01-29,0.0009340479195734412,0.0,0.00039199442392108823
2013-01-30,-0.0020473605857828396,0.0,-0.0008592213703009946
2013-01-31,0.0113253415897157,0.0,0.00475293682383828
2013-02-01,0.009083880365854554,0.0,-0.0013913631685453544
2013-02-04,-0.014093989749990262,0.0,0.0
2013-02-05,0.007709349913245732,0.0,0.0
2013-02-06,-0.004590990920080374,0.0,0.0
2013-02-07,0.003212297542569206,0.0,0.0
2013-02-08,0.0014962198892802692,0.0,0.0
2013-02-11,-0.00045758788490548154,0.0,0.0
2013-02-12,0.0004515596004671603,0.0,0.0
2013-02-13,0.006767983669178797,0.0,0.0
2013-02-14,-0.0028953352695369294,0.0,0.0
2013-02-15,-0.0027635178674495723,0.0,0.0
2013-02-18,0.003667157582153807,0.0,0.0
2013-02-19,-0.002200680811472798,0.0,0.0
2013-02-20,-0.0023243790045275594,0.0,0.0
2013-02-21,-0.010055478856278643,0.0,0.0
2013-02-22,0.00026572034238052963,0.0,0.0
2013-02-25,-0.0033252664524314798,0.0,0.0
2013-02-26,0.002338236964813058,0.0,0.0
2013-02-27,0.005048087124736955,0.0,0.0
2013-02-28,-0.006934050600310278,0.0,0.0
2013-03-01,0.0011552986258066456,0.0,-7.063556078331002e-05
2013-03-04,-0.002152076966014045,0.0,-0.0001509347760109853
2013-03-05,0.00827457189310044,0.0,0.0005803327088180725
2013-03-06,0.005543836362000358,0.0,0.000388814021410152
2013-03-07,0.0012928568827628223,0.0,9.067383141760449e-05
2013-03-08,0.0051733070285609134,0.0,0.0003628271432308995
2013-03-11,-0.00023205224422298134,0.0,-1.6274861009972602e-05
2013-03-12,-0.008965797609924197,0.0,-0.0006288114576683333
2013-03-13,-0.0003322873021027301,0.0,-2.3304793604599658e-05
2013-03-14,0.003216620756984059,0.0,0.0002255959898901248
2013-03-15,-0.005900299725210706,0.0,-0.0004138143902314986
2013-03-18,0.0022911659360178934,0.0,0.0001606897071145937
2013-03-19,-0.008888117966625884,0.0,-0.0006233634371063365
2013-03-20,0.00047113004612894414,0.0,3.3042455779926495e-05
2013-03-21,-0.0029686664593900148,0.0,-0.00020820584680540302
2013-03-22,-0.0021813515594298477,0.0,-0.00015298793408562918
2013-03-25,-0.0030591078813140466,0.0,-0.00021454890793927206
2013-03-26,0.005483559399677955,0.0,0.00038458652864366164
2013-03-27,0.0050389884406721215,0.0,0.0003534067803455254
2013-03-28,-0.0011653588391751868,0.0,-8.173182378746802e-05
2013-03-29,-0.0005721694613424002,0.0,-4.0128801549320454e-05
2013-04-01,0.0006286126672281865,0.0,4.408741584251278e-05
2013-04-02,-0.00024276867207329716,0.0,-0.00020923761898126157
2013-04-03,-0.005037520486132574,0.0,0.0
2013-04-04,0.012864377301449393,0.0,0.0
2013-04-05,0.009237258418258357,0.0,0.0
2013-04-08,0.01782266224197704,0.0,0.0
2013-04-09,0.0011121385755715296,0.0,0.0
2013-04-10,0.0027380637234795144,0.0,0.0
2013-04-11,-0.0015239756641640858,0.0,0.0
2013-04-12,-0.009423242902263786,0.0,0.0
2013-04-15,-0.007877524996033482,0.0,0.0
2013-04-16,-0.003464772877653466,0.0,0.0
2013-04-17,0.007017684226655796,0.0,0.0
2013-04-18,-0.0038311596725779887,0.0,0.0
2013-04-19,-0.0028163487867912795,0.0,0.0
2013-04-22,0.003839970450205228,0.0,0.0
2013-04-23,0.006952290856155708,0.0,0.0
2013-04-24,0.00868924551786304,0.0,0.0
2013-04-25,0.003875247984824112,0.0,0.0
2013-04-26,-0.007752947330635331,0.0,0.0
2013-04-29,-0.0029129168989023703,0.0,0.0
2013-04-30,-0.0010582228098055535,0.0,0.0
2013-05-01,-0.0057484709171400205,0.0,0.0
2013-05-02,0.017291698779495542,0.0,0.0
2013-05-03,0.00406569266180613,0.0,0.0
2013-05-06,0.0005088125115143539,0.0,0.0
2013-05-07,0.0021790663020510494,0.0,0.0
2013-05-08,-0.006937556703110309,0.0,0.0
2013-05-09,0.02063064173567216,0.0,0.0
2013-05-10,0.007209526512269115,0.0,0.0
2013-05-13,0.002678920915964705,0.0,0.0
2013-05-14,0.0053855272243319855,0.0,0.0
2013-05-15,0.009531428531190864,0.0,0.0
2013-05-16,-0.014766410902792227,0.0,0.0
2013-05-17,0.017345829886615472,0.0,0.0
2013-05-20,-0.02197499988417013,0.0,0.0
2013-05-21,0.009127202114539521,0.0,0.0
2013-05-22,0.014257720856553052,0.0,0.0
2013-05-23,-0.019739103897659628,0.0,0.0
2013-05-24,-0.0075729168017320105,0.0,0.0
2013-05-27,-0.0062765504892808134,0.0,0.0
2013-05-28,0.016929423672157058,0.0,0.0
2013-05-29,-0.033222927046281076,0.0,0.0
2013-05-30,-0.040317773093168106,0.0,0.0
2013-05-31,0.0020586971429249375,0.0,0.0
2013-06-03,-0.015219074731624017,-0.013935932857356904,-0.013935932857356904
2013-06-04,0.008273345706316064,0.008273345706316064,0.008273345706316064
2013-06-05,-0.02049020109935832,-0.02049020109935832,-0.02049020109935832
2013-06-06,-0.018355308528487033,-0.018355308528487033,-0.018355308528487033
2013-06-07,0.011350626456232141,0.011350626456232141,0.011350626456232141
2013-06-10,-0.017692979312786225,-0.017692979312786225,-0.017692979312786225
2013-06-11,-0.013372797622522085,-0.013372797622522085,-0.013372797622522085
2013-06-12,0.003024058563112662,0.003024058563112662,0.003024058563112662
2013-06-13,0.006030209880669735,0.006030209880669735,0.006030209880669735
2013-06-14,-0.0004312611560107933,-0.0004312611560107933,-0.0004312611560107933
2013-06-17,-0.005355278963997149,-0.005355278963997149,-0.005355278963997149
2013-06-18,-0.005722853338674588,-0.005722853338674588,-0.005722853338674588
2013-06-19,0.001623839957265824,0.001623839957265824,0.001623839957265824
2013-06-20,-0.02479380566424725,-0.02479380566424725,-0.02479380566424725
2013-06-21,0.01668923591385023,0.01668923591385023,0.01668923591385023
2013-06-24,-0.0038472332935260015,-0.0038472332935260015,-0.0038472332935260015
2013-06-25,0.009760500794178797,0.009760500794178797,0.009760500794178797
2013-06-26,0.0018391573291801871,0.0018391573291801871,0.0018391573291801871
2013-06-27,0.013283966045775747,0.013283966045775747,0.013283966045775747
2013-06-28,0.0027985627049439696,0.0027985627049439696,0.0027985627049439696
2013-07-01,-0.0016026684989608414,-0.0016026684989608414,-0.0016026684989608414
2013-07-02,0.000984503661848198,0.000984503661848198,0.000984503661848198
2013-07-03,-0.01001791725029054,-0.01001791725029054,-0.01001791725029054
2013-07-04,0.01085100742053393,0.01085100742053393,0.01085100742053393
2013-07-05,0.0018915298606923584,0.0018915298606923584,0.0018915298606923584
2013-07-08,-0.0006489045916484527,-0.0006489045916484527,-0.0006489045916484527
2013-07-09,0.010057218181572899,0.010057218181572899,0.010057218181572899
2013-07-10,-0.011769456424911494,-0.011769456424911494,-0.011769456424911494
2013-07-11,-0.01162247668465538,-0.01162247668465538,-0.01162247668465538
2013-07-12,0.0030676466899488305,0.0030676466899488305,0.0030676466899488305
2013-07-15,0.013200173139619999,0.013200173139619999,0.013200173139619999
2013-07-16,-0.004962195991105908,-0.004962195991105908,-0.004962195991105908
2013-07-17,0.006490168027879401,0.006490168027879401,0.006490168027879401
2013-07-18,-0.0022373666234099163,-0.0022373666234099163,-0.0022373666234099163
2013-07-19,-0.0020631386687253814,-0.0020631386687253814,-0.0020631386687253814
2013-07-22,-0.005935134290548726,-0.005935134290548726,-0.005935134290548726
2013-07-23,0.007516395726294995,0.007516395726294995,0.007516395726294995
2013-07-24,-0.003590409520787523,-0.003590409520787523,-0.003590409520787523
2013-07-25,-0.0043280072547925465,-0.0043280072547925465,-0.0043280072547925465
2013-07-26,-0.004743914723031115,-0.004743914723031115,-0.004743914723031115
2013-07-29,-0.001334628803854138,-0.001334628803854138,-0.001334628803854138
2013-07-30,-0.0055688787566787945,-0.0055688787566787945,-0.0055688787566787945
2013-07-31,-0.002041680331323445,-0.002041680331323445,-0.002041680331323445
2013-08-01,0.00341228280480404,-0.0007769231194178286,-0.0007769231194178286
2013-08-02,-0.0025328416588650342,0.0,0.0
2013-08-05,-0.0026161980620897523,0.0,0.0
2013-08-06,-0.000882459620426126,0.0,0.0
2013-08-07,-0.005626697386500324,0.0,0.0
2013-08-08,0.003791642913331736,0.0,0.0
2013-08-09,0.00036415323014094106,0.0,0.0
2013-08-12,0.003127910213833992,0.0,0.0
2013-08-13,0.0023003945067304825,0.0,0.0
2013-08-14,0.0006522343171187126,0.0,0.0
2013-08-15,-0.007197532253137818,0.0,0.0
2013-08-16,-0.005186924362188161,0.0,0.0
2013-08-19,-0.009945805010261776,0.0,0.0
2013-08-20,-0.009028969791720054,0.0,0.0
2013-08-21,-0.007650545203864857,0.0,0.0
2013-08-22,-0.0004059172652959564,0.0,0.0
2013-08-23,0.009948118217695626,0.0,0.0
2013-08-26,-0.007304568919254113,0.0,0.0
2013-08-27,-0.012930159957575738,0.0,0.0
2013-08-28,-0.0023758928883081958,0.0,0.0
2013-08-29,0.010122078224687527,0.0,0.0
2013-08-30,0.0005079221229901893,0.0,0.0
2013-09-02,0.0011701629129877806,0.0,0.0
2013-09-03,-0.0049731776749005535,0.0,-0.0019440196728935802
2013-09-04,0.001039770316771582,0.0,0.0004280122565741409
2013-09-05,0.008174315070648508,0.0,0.003364884516226169
2013-09-06,-0.001512709882184236,0.0,-0.0006226936466372619
2013-09-09,0.0027795100656105728,0.0,0.0011441607402742063
2013-09-10,0.0011622288122963551,0.0,0.0004784212133993114
2013-09-11,0.0017330257026365085,0.0,0.000713384705950774
2013-09-12,-0.0010657116499052817,0.0,-0.0004386907769685015
2013-09-13,0.0002566584818056606,0.0,0.00010565119449420337
2013-09-16,-0.0003786706884285657,0.0,-0.00015587644043929625
2013-09-17,-0.0003395446673852418,0.0,-0.00013977055985451786
2013-09-18,0.0022809164526783102,0.0,0.0009389190883993988
2013-09-19,0.0026820214608148547,0.0,0.00110403041816765
2013-09-20,-0.00466503623164944,0.0,-0.0019203209134763546
2013-09-23,0.00030889503635635977,0.0,0.00012715391026543504
2013-09-24,0.004315178727376516,0.0,0.001776305165509828
2013-09-25,-0.00651293546405351,0.0,-0.002680992292169539
2013-09-26,-0.0006309211677172068,0.0,-0.0002597131196757915
2013-09-27,-0.005761536458109239,0.0,-0.00237168553573092
2013-09-30,0.0036625090871983687,0.0,0.0015076394794596181
2013-10-01,-0.0018951787793253135,-0.0016717041583256544,-0.001734572138748183
2013-10-02,0.003128590279844561,0.003128590279844561,0.0030740859612354236
2013-10-03,-0.006417859995848249,-0.006417859995848249,-0.006306052103246879
2013-10-04,0.00839927918332121,0.00839927918332121,0.008252952260411514
2013-10-07,-0.005194260938261637,-0.005194260938261637,-0.0051037698135714205
2013-10-08,0.002104256092673937,0.002104256092673937,0.0020675970755922824
2013-10-09,0.004453615028984875,0.004453615028984875,0.004376026968296309
2013-10-10,0.009623180770891684,0.009623180770891684,0.00945553180958504
2013-10-11,0.005041926389381073,0.005041926389381073,0.0049540891407323625
2013-10-14,-0.003220481786189143,-0.003220481786189143,-0.0031643765919487205
2013-10-15,-0.0018821581918480627,-0.0018821581918480627,-0.0018493684237463788
2013-10-16,0.005409323088981644,0.005409323088981644,0.005315085287694264
2013-10-17,-0.0025176629291260464,-0.0025176629291260464,-0.002473801799938394
2013-10-18,-0.001211942769822299,-0.001211942769822299,-0.001190829070374982
2013-10-21,-0.001987407760235744,-0.001987407760235744,-0.0019527844008051369
2013-10-22,0.0007092293401864261,0.0007092293401864261,0.0006968735957562577
2013-10-23,-0.0033432433684868644,-0.0033432433684868644,-0.003284999499701032
2013-10-24,0.003130341750672139,0.003130341750672139,0.0030758069190473998
2013-10-25,0.004088765376130553,0.004088765376130553,0.004017533495045217
2013-10-28,0.0013586880304694536,0.0013586880304694536,0.001335017828020698
2013-10-29,-0.00012279240587617906,-0.00012279240587617906,-0.00012065319434190593
2013-10-30,-0.004038390596074286,-0.004038390596074286,-0.003968036312506189
2013-10-31,-0.0048338345216608035,-0.0048338345216608035,-0.004749622517752915
2013-11-01,-0.003039610622895858,-0.0015484528185829548,-0.002107701261195755
2013-11-04,-0.0010886412003632382,0.0,-0.000476300495865642
2013-11-05,-0.006657182092280503,0.0,-0.0029126392888337263
2013-11-06,-0.002332862828671546,0.0,-0.0010206702830207375
2013-11-07,-8.625356612224285e-05,0.0,-3.773751746718451e-05
2013-11-08,0.0030406849023791355,0.0,0.0013303554249932095
2013-11-11,-0.009143916901338187,0.0,-0.004000631385996066
2013-11-12,-0.0032841084925693807,0.0,-0.0014368577112141637
2013-11-13,0.00027670467103952496,0.0,0.00012106336962122146
2013-11-14,0.009063399880823662,0.0,0.003965403712466995
2013-11-15,-0.004393187063483946,0.0,-0.0019220999316117635
2013-11-18,0.0027712864811101877,0.0,0.0012124886736769747
2013-11-19,-0.0006823747057310939,0.0,-0.00029855145166051637
2013-11-20,-0.0007916781152123467,0.0,-0.0003463736984378336
2013-11-21,-0.0021414286830078676,0.0,-0.0009369143325066453
2013-11-22,0.004533420525412757,0.0,0.001983454643734877
2013-11-25,0.0014756996317833394,0.0,0.0006456456600509209
2013-11-26,-0.006710142714265172,0.0,-0.0029358105324943863
2013-11-27,-0.008288666192884112,0.0,-0.003626443511800051
2013-11-28,-0.003391928208142296,0.0,-0.001484030814688786
2013-11-29,-0.001920932808884405,0.0,-0.0008404433426650961
2013-12-02,0.00366149242065497,0.0,0.0016019701027155282
2013-12-03,-0.012475855476530736,0.0,-0.001982130317878728
2013-12-04,-0.004719764001947339,0.0,-0.000640578441286115
2013-12-05,0.0024770466387497225,0.0,0.00033619110493419367
2013-12-06,0.006544970518976919,0.0,0.0008883001377992605
2013-12-09,0.007238031621016123,0.0,0.0009823641630931383
2013-12-10,0.0006055565325562876,0.0,8.218768132802486e-05
2013-12-11,-0.008523487279567227,0.0,-0.0011568294926641383
2013-12-12,0.0025707623971451933,0.0,0.00034891044734456587
2013-12-13,-0.002070831891697311,0.0,-0.0002810586005575117
2013-12-16,0.0035228436526250047,0.0,0.0004781293503154246
2013-12-17,-0.003984622506464071,0.0,-0.000540803157372106
2013-12-18,0.0028268415821244225,0.0,0.0003836661692603509
2013-12-19,-0.0035819789973595357,0.0,-0.0004861553505432607
2013-12-20,-0.009731023640015195,0.0,-0.001320719415815575
2013-12-23,0.0010062328375677275,0.0,0.00013656849418616996
2013-12-24,0.006084475522858755,0.0,0.0008258005791959653
2013-12-25,-0.004378341368598251,0.0,-0.0005942396882890747
2013-12-26,-0.004324880653855274,0.0,-0.0005869838633567332
2013-12-27,-0.004593867110029171,0.0,-0.000623491393129802
2013-12-30,0.0016372761040938516,0.0,0.00022221530023168814
2013-12-31,-0.0003849668408620094,0.0,-5.224868420634584e-05
2014-01-01,-0.004045415453252497,-0.005084934693598562,-0.004913731682849792
2014-01-02,-0.00020541502713352896,-0.00020541502713352896,-0.00020541502713352896
2014-01-03,0.007080776511348381,0.007080776511348381,0.007080776511348381
2014-01-06,-0.0002714328742738027,-0.0002714328742738027,-0.0002714328742738027
2014-01-07,0.006411537805778069,0.006411537805778069,0.006411537805778069
2014-01-08,-0.0013094751398720086,-0.0013094751398720086,-0.0013094751398720086
2014-01-09,-0.00018024461746157707,-0.00018024461746157707,-0.00018024461746157707
2014-01-10,0.0015432464603940322,0.0015432464603940322,0.0015432464603940322
2014-01-13,-0.0007290338508999699,-0.0007290338508999699,-0.0007290338508999699
2014-01-14,0.008583434671190457,0.008583434671190457,0.008583434671190457
2014-01-15,0.0058048239795830655,0.0058048239795830655,0.0058048239795830655
2014-01-16,-0.0048810825595318776,-0.0048810825595318776,-0.0048810825595318776
2014-01-17,0.004515588678200126,0.004515588678200126,0.004515588678200126
2014-01-20,-0.0021186794797052135,-0.0021186794797052135,-0.0021186794797052135
2014-01-21,-0.002046669532839679,-0.002046669532839679,-0.002046669532839679
2014-01-22,-0.0006314970864115073,-0.0006314970864115073,-0.0006314970864115073
2014-01-23,-0.02071999832481296,-0.02071999832481296,-0.02071999832481296
2014-01-24,-0.016713519728050498,-0.016713519728050498,-0.016713519728050498
2014-01-27,0.002734092335862303,0.002734092335862303,0.002734092335862303
2014-01-28,0.009980963005008503,0.009980963005008503,0.009980963005008503
2014-01-29,-0.002237527994074507,-0.002237527994074507,-0.002237527994074507
2014-01-30,0.007772195929966519,0.007772195929966519,0.007772195929966519
2014-01-31,0.002436343996550576,0.002436343996550576,0.002436343996550576
2014-02-03,-0.007853403627075784,-0.001956736197976401,-0.0031001154113221626
2014-02-04,0.009353840304448482,0.0,0.0018202141734611054
2014-02-05,-0.0008142902428708299,0.0,-0.00015845712489657076
2014-02-06,0.004899394823869288,0.0,0.000953399631544669
2014-02-07,-0.0017320882598303201,0.0,-0.00033705638514368704
2014-02-10,-0.002528472734008413,0.0,-0.0004920291300529562
2014-02-11,0.004575288264677454,0.0,0.0008903299902474869
2014-02-12,0.0010520214357575535,0.0,0.0002047185183651377
2014-02-13,-0.006721436760302917,0.0,-0.0013079605871940561
