,global_risk__BCOM Index__PX_LAST_change,global_risk__CL1 Comdty__PX_LAST_change,global_risk__CO1 Comdty__PX_LAST_change,global_risk__DXY Curncy__PX_LAST_change,global_risk__HG1 Comdty__PX_LAST_change,global_risk__JPMVXYEM Index__PX_LAST_change,global_risk__JPMVXYG7 Index__PX_LAST_change,global_risk__JPMVXYGL Index__PX_LAST_change,global_risk__MOVE Index__PX_LAST_change,global_risk__MXEF Index__PX_LAST_change,global_risk__MXWO Index__PX_LAST_change,global_risk__NDX Index__PX_LAST_change,global_risk__RTY Index__PX_LAST_change,global_risk__SPX Index__PX_LAST_change,global_risk__USGG10YR Index__PX_LAST_change,global_risk__USGG2YR Index__PX_LAST_change,global_risk__USYC2Y10 Index__PX_LAST_change,global_risk__VIX Index__PX_LAST_change,global_risk__XAU Curncy__PX_LAST_change,em_risk__JPEIGLSP Index__PX_LAST_change,macro_market_proxies__BCOM Index__PX_LAST_change,macro_market_proxies__BFCIUS Index__PX_LAST_change,macro_market_proxies__CL1 Comdty__PX_LAST_change,macro_market_proxies__CO1 Comdty__PX_LAST_change,macro_market_proxies__FEDL01 Index__PX_LAST_change,macro_market_proxies__GACGB10 Index__PX_LAST_change,macro_market_proxies__GACGB2 Index__PX_LAST_change,macro_market_proxies__GCAN10YR Index__PX_LAST_change,macro_market_proxies__GCAN2YR Index__PX_LAST_change,macro_market_proxies__GDBR10 Index__PX_LAST_change,macro_market_proxies__GDBR2 Index__PX_LAST_change,macro_market_proxies__GJGB10 Index__PX_LAST_change,macro_market_proxies__GJGB2 Index__PX_LAST_change,macro_market_proxies__GUKG10 Index__PX_LAST_change,macro_market_proxies__GUKG2 Index__PX_LAST_change,macro_market_proxies__HG1 Comdty__PX_LAST_change,macro_market_proxies__USGG10YR Index__PX_LAST_change,macro_market_proxies__USGG2YR Index__PX_LAST_change,macro_market_proxies__XAU Curncy__PX_LAST_change,g10_interest_rates__ADBB12M Curncy__PX_LAST_change,g10_interest_rates__ADBB1M Curncy__PX_LAST_change,g10_interest_rates__ADBB3M Curncy__PX_LAST_change,g10_interest_rates__ADDR1Z Curncy__PX_LAST_change,g10_interest_rates__ADSO1Z Curncy__PX_LAST_change,g10_interest_rates__ADSOA Curncy__PX_LAST_change,g10_interest_rates__ADSOC Curncy__PX_LAST_change,g10_interest_rates__ADSOF Curncy__PX_LAST_change,g10_interest_rates__BP0003M Index__PX_LAST_change,g10_interest_rates__BPSWS1Z Curncy__PX_LAST_change,g10_interest_rates__BPSWSA Curncy__PX_LAST_change,g10_interest_rates__BPSWSC Curncy__PX_LAST_change,g10_interest_rates__BPSWSF Curncy__PX_LAST_change,g10_interest_rates__CDOR01 Index__PX_LAST_change,g10_interest_rates__CDOR03 Index__PX_LAST_change,g10_interest_rates__CDSO1Z Curncy__PX_LAST_change,g10_interest_rates__CDSOA Curncy__PX_LAST_change,g10_interest_rates__CDSOC Curncy__PX_LAST_change,g10_interest_rates__CDSOF Curncy__PX_LAST_change,g10_interest_rates__EESWEA Curncy__PX_LAST_change,g10_interest_rates__EESWEC Curncy__PX_LAST_change,g10_interest_rates__EESWEF Curncy__PX_LAST_change,g10_interest_rates__EUR001M Index__PX_LAST_change,g10_interest_rates__EUR001W Index__PX_LAST_change,g10_interest_rates__EUR003M Index__PX_LAST_change,g10_interest_rates__EUR012M Index__PX_LAST_change,g10_interest_rates__HDDRA Curncy__PX_LAST_change,g10_interest_rates__HDDRC Curncy__PX_LAST_change,g10_interest_rates__HDDRF Curncy__PX_LAST_change,g10_interest_rates__JYSO1Z Curncy__PX_LAST_change,g10_interest_rates__JYSOA Curncy__PX_LAST_change,g10_interest_rates__JYSOC Curncy__PX_LAST_change,g10_interest_rates__JYSOF Curncy__PX_LAST_change,g10_interest_rates__NDBB12M Curncy__PX_LAST_change,g10_interest_rates__NDBB1M Curncy__PX_LAST_change,g10_interest_rates__NDBB3M Curncy__PX_LAST_change,g10_interest_rates__NDSO1Z Curncy__PX_LAST_change,g10_interest_rates__NDSOA Curncy__PX_LAST_change,g10_interest_rates__NDSOC Curncy__PX_LAST_change,g10_interest_rates__NDSOF Curncy__PX_LAST_change,g10_interest_rates__NIBOR1M Index__PX_LAST_change,carry_volatility_3m,carry_momentum_3m,carry_momentum_12m,carry_drawdown,carry_dispersion
2012-01-31,0.01167893350105314,-0.409661051994168,0.06558392702384777,-0.3191952039750894,0.0746161174206221,-0.28148759740186735,-0.027039593758038577,0.13501761441470572,0.1628749780752409,-0.8155970022833972,0.10648850401216671,0.10593856204574224,-0.22438133497059823,0.2510439698816154,-0.11789253956836254,0.3488068846970664,-0.3412971532597192,-0.4111264457977098,-0.289716565556432,0.23902551972973424,0.01167893350105314,0.3045198866560678,-0.409661051994168,0.06558392702384777,-0.18033704165745143,0.39539451834452627,0.6070153242733571,-0.21264766595114348,-0.5418472418112531,0.04232087745192041,-0.1272285380994975,-0.31155941090297534,0.19064883015761044,-0.2245492456986639,0.01360191048919292,0.0746161174206221,-0.11789253956836254,0.3488068846970664,-0.289716565556432,-0.09883899953307597,-0.27432436886982486,0.07522575834556744,0.7020345987302054,-0.03925088848604344,-0.06275510253150753,0.2299399418667442,0.20821665560198246,-0.15630298831558095,-0.303919499008824,-0.10335492599694183,-0.09208436432403233,0.33903628872580666,-0.6541520446954128,0.2045105927793366,-1.2205085129528626,-0.21859020257524067,0.15817616181006317,0.6423473618049201,0.03606582989844113,-0.006586303327217792,0.22787080654789404,0.33658382947982746,0.053191393277816454,0.016072524248975064,0.21853020839787338,-0.06774018211896855,-0.24105138108388835,-0.38077698338792604,0.2504581571854707,0.012850415035604558,0.25125513246652376,0.20347876339146534,-0.8127100531454016,-0.38225121744650437,0.24348449794446292,0.019520731908551546,-0.08682994325305035,-0.15668434792190833,-0.05235795310886294,-0.5089326183628377,-0.16901030970682626,0.30477549212417115,-0.008602606177269956,-0.6828004551180132,1.1024165956088712
2012-02-29,-0.03350796704022238,-0.5077015767480489,0.06830279923559303,-0.27954396193339753,0.10941288473196319,-0.314046087815625,0.047187958585768644,0.1818310598255201,0.19135661449849625,-0.7153307919608846,0.10725356424368074,0.1968831648159707,-0.24397251904394338,0.21925170952119818,-0.1468509483422772,0.39049969974310045,-0.33930142712724953,-0.564656506070586,-0.19336123854147272,0.2974478996547395,-0.03350796704022238,0.33898281898753413,-0.5077015767480489,0.06830279923559303,0.15286463386587695,0.5049447963150073,0.5292623028518938,-0.28392246233434765,-0.5623152755390142,0.052746908992870316,0.12633493388435071,-0.3559109761163207,0.11415122345239005,-0.22988501131985853,0.07452174154197018,0.10941288473196319,-0.1468509483422772,0.39049969974310045,-0.19336123854147272,-0.0900927736419505,-0.36947390663890106,0.02555098818066046,0.8097857747301829,-0.008204778734269723,-0.11806015549594638,0.2301925414598774,0.3090091203582081,0.0021714492511232526,-0.1321029555895825,-0.06342135099194104,-0.11857631345640579,0.26442671775432874,-0.6548363939428545,0.16091872406033325,-1.2454778637758275,-0.2205545351167292,0.1315887018828066,0.6059194606345325,0.07011621209731324,-0.004465828715943087,0.22653697096090084,0.21081922197764877,-0.06725830771827017,-0.05622224683596371,0.20209230076212492,-0.07363163037210967,-0.08473713568987662,-0.21259882402783023,0.16919815167704394,-0.014503934849142117,0.23162672223547284,0.317513684117829,-0.7709113096839224,-0.24218388325825907,0.3295506450374842,0.03193309355722401,-0.059230678328501825,-0.11947397956089463,-0.041652786550436555,-0.6754241751582658,-0.06223241658088862,0.3776739365745774,-0.13294815899247456,-0.7512793443520649,1.0439845621910397
2012-03-31,-0.04645473034141985,-0.47588760903197336,0.04709720701391254,-0.22372165300734512,0.2143414616415798,-0.29389506120181574,0.010682129697468299,0.13183460545963396,0.14824936991873716,-0.6872166396823609,0.08576080889122949,0.24377452248370907,-0.17849831931342913,0.20334118981546023,-0.12365772470320675,0.26783965048705477,-0.30041945245217266,-0.5685599372803617,-0.19541558103442785,0.40926859754389117,-0.04645473034141985,0.2881313399112017,-0.47588760903197336,0.04709720701391254,0.15234012548496936,0.44420800558322593,0.4409933437122307,-0.24366508810360543,-0.5382546410928218,0.15807024248163412,-0.0017534919928713138,-0.2594353780914014,0.18308037196729435,-0.3565421430911506,-0.0007035433294524907,0.2143414616415798,-0.12365772470320675,0.26783965048705477,-0.19541558103442785,-0.19566970666931863,-0.2995902182551537,0.08003481043773944,0.7935830402567907,0.01107552992572823,-0.13726204434224787,0.16526212738384616,0.29565313198932514,-0.09100153375842267,-0.030334889765364914,-0.08236685232297677,-0.14674676916674279,0.2920270321801938,-0.7068679082422394,0.15543098467834948,-1.320531165128294,-0.189363888600928,0.1685529567785069,0.6334398856351319,0.08619045488812234,-0.023211239818284372,0.23976468446935006,0.26563720865035056,-0.1305706284957186,-0.027147638512119994,0.3371215311066499,-0.06798196400338605,-0.04780747987039954,-0.16586254504175965,0.18659348344132803,-0.08707607856784433,0.17561787871315354,0.336262001646341,-0.7910880852616472,-0.2720263828824518,0.28315733115696123,0.04166990535855008,-0.03924247387977888,-0.1089818831782395,-0.04138028854813171,-0.8009239935160217,-0.03603634476019749,0.20958317787336825,-0.06823713955886335,-0.5949624517264261,1.1063562175640527
2012-04-30,-0.06803806461525327,-0.4273339810415027,0.08157451046326297,-0.21264128298535764,0.1556727385538321,-0.2878505012287015,-0.032403932963938564,0.10720102858374199,0.11568567549965848,-0.5677535707268643,0.1486410300082579,0.26319401718979946,-0.13956949099109778,0.20635213572940697,-0.2644885337299398,0.24770321426582118,-0.29142085583547034,-0.4342171409321081,-0.2333162718536824,0.46891688463461006,-0.06803806461525327,0.21011977686478212,-0.4273339810415027,0.08157451046326297,0.20418445420529427,0.4912874778600779,0.5771918036478545,-0.2818697443009475,-0.48570161509562915,0.2063115505691234,-0.03452477579588601,-0.26059917501324015,0.07293209243702083,-0.31018124164358435,0.04479361202893821,0.1556727385538321,-0.2644885337299398,0.24770321426582118,-0.2333162718536824,-0.14656200317057813,-0.37670024591199286,0.07878263196775216,0.8452131115025002,-0.10109271504830047,-0.20376871895460946,0.13541907710297663,0.3743385364468692,-0.08794154845767391,0.008817936706556137,-0.08610913219208792,-0.2046256623416375,0.3010698205818286,-0.7850836065278424,0.09803551707916393,-1.3515497686194193,-0.20502633896092565,0.13824405523181574,0.6648927402013685,0.10834579277025469,-0.08125586994017603,0.1586130688051683,0.3235664753968735,-0.2177860692790704,0.15828723075495504,0.43792057817128344,0.012763186231650776,-0.05220044144643192,-0.22077157386793625,0.143851893465741,-0.0857052552646597,0.1952498594616583,0.33013703998002414,-0.7916074002604324,-0.1819357620964698,0.23821312994743266,0.05857282441730627,-0.0799736045242625,-0.1634187202020176,-0.05483684791962562,-0.7482092239249393,-0.1954684467313596,0.13640180565321358,0.1262603608886686,-0.5548803435160296,1.0274921650240383
2012-05-31,-0.06609427885160275,-0.4417188687798303,0.09475509581466783,-0.21364063125649382,0.14633461984384383,-0.2853879254105834,-0.02889536722692885,0.11291498383233507,0.13205121922904625,-0.5719674209680611,0.15499776914590643,0.25560748653956433,-0.1404348280887755,0.21616897688520229,-0.24357322814790397,0.25018777499372297,-0.29463342421691546,-0.4561680717996956,-0.21293089598407755,0.49147830189553554,-0.06609427885160275,0.20368569773014128,-0.4417188687798303,0.09475509581466783,0.18777686100688998,0.5022128080449583,0.5965899035961838,-0.29445325619009505,-0.5337120438135592,0.19037609351760473,0.03765698167103997,-0.23602159961356134,0.0657031588048067,-0.3298190703165128,0.0004867469019496992,0.14633461984384383,-0.24357322814790397,0.25018777499372297,-0.21293089598407755,-0.129596751756576,-0.3565106938769275,0.07061691493553557,0.8543326612159786,-0.11374730678039295,-0.20318489937687229,0.1352956157093378,0.36638416584884753,-0.0677485296313556,0.0005419575314966564,-0.08771948350808027,-0.2160520390374592,0.29128624255634206,-0.7913044917632087,0.09833560332868098,-1.3500575621100577,-0.20007800581199767,0.15318661200241743,0.6777695992216483,0.08748098219666761,-0.08250578795000306,0.16965488705995538,0.3111015164946863,-0.2367261401924992,0.1648635708034888,0.445487685416727,-0.01146733752169835,-0.0454489332608509,-0.2064353442826041,0.14427159388227176,-0.06995224951128096,0.2242062490961578,0.33599067000813454,-0.778430734640218,-0.17932259778075738,0.24575051527216538,0.04341352636137782,-0.08571566431641581,-0.17100763706407004,-0.05011515040428106,-0.7885456260989424,-0.22735674109360843,0.13721038597163596,0.17282669035467146,-0.5580331925743198,1.023836735169659
2012-06-30,-0.042941354327799136,-0.4421258743663704,0.09322530187394662,-0.21784712851316174,0.14643075198523556,-0.23814919580304506,-0.00035295383187098055,0.1422099796691398,0.14425124965889685,-0.5391619253006468,0.14681074692503873,0.2770441407057519,-0.09575290871066292,0.2227500383829738,-0.23354714658807668,0.33930120697538085,-0.290695142174503,-0.43825977883348255,-0.23199482247299894,0.5047430676646345,-0.042941354327799136,0.2289086107741705,-0.4421258743663704,0.09322530187394662,0.2493115300702753,0.44462458857586323,0.5939359731308202,-0.32696919362033927,-0.5692389010980283,0.17572900913129422,-0.05218111462929561,-0.21210929798990633,0.08727740989838126,-0.37259059305987335,-0.031083869160439887,0.14643075198523556,-0.23354714658807668,0.33930120697538085,-0.23199482247299894,-0.1932778459475098,-0.3975183431921086,0.06569179915208036,0.8911124353969457,-0.11225432430268638,-0.2105898942313138,0.12067137641144826,0.35407228729075546,-0.09007786034115166,0.01009774584283874,-0.07724114054129382,-0.20349368283151853,0.2754206704275245,-0.7804487435967815,0.13585101404096692,-1.3407734383290826,-0.21073258809159182,0.1267161286465773,0.6723426729120954,0.12911318919734321,-0.0739916812109151,0.22243798502015658,0.3203461892487227,-0.20176350277472743,0.12347212473726031,0.44170016678038126,0.012716024493408853,-0.04410332455336907,-0.21713482519529045,0.19509892024898523,-0.06292466461133604,0.2389042060494282,0.29706244262692044,-0.7883891060965555,-0.18299596969398085,0.18084615293363868,0.07286166404762853,-0.05659502387036257,-0.16120496816421467,-0.06720472927282552,-0.7407745410564022,-0.2935259791893342,0.14553488128908598,0.12639676701086902,-0.5848161927188997,1.0138032688175722
2012-07-31,-0.03241533888941304,-0.44501261184817825,0.06569424629769678,-0.19845492363359118,0.14308486589407887,-0.24585291651012917,-0.009466754225579683,0.12726612462206816,0.14424216848484583,-0.5349957297222893,0.13564518094574424,0.2525579142263285,-0.0950443723832117,0.2090490332045057,-0.2456788027326053,0.3559317512207218,-0.2813010618250549,-0.4513007407670772,-0.21512465579746223,0.5038784901612353,-0.03241533888941304,0.22331221748086091,-0.44501261184817825,0.06569424629769678,0.22556006482361815,0.4172990605442333,0.610294298600311,-0.3490631211095024,-0.5806581990599111,0.2579821412659069,0.4028149670243727,-0.23627576981799026,0.1273475393974704,-0.36056308624538114,-0.03217550049635343,0.14308486589407887,-0.2456788027326053,0.3559317512207218,-0.21512465579746223,-0.20526336495510228,-0.41086730554868023,0.06322225492083249,0.8788388724366495,-0.12923121264384443,-0.2007686384257279,0.145562644090158,0.37908904616621203,-0.08348446833619697,0.029403270278280602,-0.06224258054378037,-0.20031612899527382,0.2794462583158534,-0.7816456513602992,0.15240020046691566,-1.3529203204557372,-0.2087280558132865,0.14415376319151885,0.6797659846005746,0.10414602493407107,-0.08708179908643193,0.203949795721948,0.31832503080523084,-0.1947670992380159,0.1320376564568772,0.43606730409083694,-0.003047299348867474,-0.05226166947006361,-0.214894709195587,0.18203999239265833,-0.07207360302800564,0.2372650029598041,0.3009896156448451,-0.771791408658797,-0.20937301781760084,0.18469663511404152,0.055642767537989225,-0.0559735462769646,-0.14884283100449242,-0.0404802712840163,-0.7303379923869723,-0.2891171812036678,0.135506208884111,0.0977044563797893,-0.6372964828140802,1.024467666270148
2012-08-31,-0.042468709359786715,-0.43599553481887177,0.05824059458495698,-0.1994175350938398,0.1532951043167266,-0.23823640834641335,-0.01027896807574287,0.12551255389649618,0.14765557162428733,-0.5360404473843372,0.13636239449310206,0.24850036171194514,-0.08822246297195868,0.20938684205768082,-0.2501496915035531,0.36732072264838206,-0.27754470333228387,-0.46526054836469255,-0.2103264105856018,0.5202164372590724,-0.042468709359786715,0.2273606497667675,-0.43599553481887177,0.05824059458495698,0.22595509089963095,0.4040201361484156,0.6101200206276784,-0.365989019134179,-0.5872122283767857,0.26293035551070865,0.4011900825806177,-0.23153425559984162,0.11958670541309112,-0.3538080738160153,-0.006614181013365774,0.1532951043167266,-0.2501496915035531,0.36732072264838206,-0.2103264105856018,-0.2005125123238569,-0.41674968659514183,0.06940117850469477,0.8676732195681921,-0.1371837597542862,-0.20416021230350864,0.14675636090947278,0.3859536721729104,-0.07477343721398798,0.03220734306074678,-0.06115410310886688,-0.19641521398461934,0.28917190199351844,-0.7839535798604077,0.15312969156539888,-1.3546989959711535,-0.21275803519471378,0.1453326514495292,0.6789764714215899,0.0964318128113024,-0.01383717393945267,0.2210914674670055,0.3225213464331263,-0.17797791222320505,0.16071910729266753,0.44238080943927016,-0.0010744442967742839,-0.05563648220743599,-0.2034302588496002,0.17675823909952956,-0.06402264023783906,0.23688341169478422,0.30142187068545,-0.7722327878020397,-0.22361057283640054,0.18905348548119486,0.05942329889488125,-0.05299553711279161,-0.14866422148190148,-0.03369801555779805,-0.7312183220340894,-0.29722782931855796,0.12298218665310841,0.0846920206852871,-0.6281689469646058,1.0259717391671626
2012-09-30,-0.05676891647233602,-0.4206504969090888,0.07186471616243399,-0.22598244985659185,0.143751427420841,-0.24658916803427303,-0.011705245471016826,0.12516861072645494,0.14558943808161473,-0.5552313205419669,0.13788131791776903,0.26042451343834105,-0.09124172711350138,0.19458720574815314,-0.24596988130758535,0.36939633790630977,-0.2708102395161773,-0.4786010133656261,-0.20773578182878172,0.5331447529924315,-0.05676891647233602,0.21941221419856735,-0.4206504969090888,0.07186471616243399,0.2318246238969833,0.39072082131662506,0.5889873780065321,-0.3363116035785798,-0.6049570296801906,0.29606435898137456,0.392289848920597,-0.2300792287297168,0.11046924023443981,-0.3663605177055948,-0.03402108587667769,0.143751427420841,-0.24596988130758535,0.36939633790630977,-0.20773578182878172,-0.18535738846282365,-0.4233329719517351,0.08289717709561187,0.8588122641929729,-0.14979604093755278,-0.2090853228499891,0.14927918245225635,0.3890179202873983,-0.08201923876956872,0.034571164827411696,-0.048455993906001006,-0.17304867500199556,0.31685920772942666,-0.7727427015684782,0.16507707335570249,-1.3572809495727616,-0.20988410902288976,0.14437816360733843,0.6800574506710069,0.5098933064073311,-0.03863197114337172,0.20990632175759658,0.35034343374216653,-0.1439806773365101,0.11147756988542237,0.41626247058909815,-0.017543245106280952,-0.04881497899291706,-0.18569198727035224,0.16675309646902256,-0.05055982683414397,0.24070947023406783,0.3023950594550807,-0.7808010563991686,-0.21933098767025785,0.2004603626339115,0.0551695661195072,-0.062211219192016345,-0.14672135763302382,-0.04016785620444613,-0.7081025965135198,-0.31310705790436566,0.11216790648567285,0.09771236474089563,-0.6569224042059023,1.0129319212602548
2012-10-31,-0.050143197391171755,-0.41983632891167205,0.07939682032290508,-0.21222324897943412,0.1431366893119276,-0.23607841195621704,-0.013563557551907907,0.13299316369076652,0.1399593753877222,-0.5761929764843842,0.1345317109183066,0.289121105396702,-0.10978959227427396,0.1944263262348265,-0.25460977210466745,0.3788964600841758,-0.27093911927665565,-0.4894812267777854,-0.2071922671329131,0.5373584087323768,-0.050143197391171755,0.23643057567880205,-0.41983632891167205,0.07939682032290508,0.260826873949713,0.42117793829602695,0.5768930147142565,-0.32084237356502177,-0.5920829583411784,0.28831147928788353,0.4258454579131868,-0.20664010256279886,0.09035290996210642,-0.4187175112354705,-0.16525486203275716,0.1431366893119276,-0.25460977210466745,0.3788964600841758,-0.2071922671329131,-0.16388107866516455,-0.41343123448169516,0.08163360897472252,0.8665120406526156,-0.15993265291568398,-0.21103841309403565,0.16234677741273787,0.3856375195419114,-0.07623260030525916,0.028476632594611074,-0.031783815976338343,-0.1595143032300648,0.31812756139546783,-0.7833619488028418,0.14371526049943098,-1.357499235463685,-0.20144074415357463,0.13047951828539844,0.6955627191648635,0.5225973054912382,0.04002067743632069,0.2083484578419609,0.3396634302880416,-0.1647735314856173,0.1294731220835693,0.4170944191526264,0.019409626168463975,-0.059855248715620264,-0.21966674299546335,0.16380131077597854,-0.0507496852400727,0.24132877586565224,0.31462081232689526,-0.7907518469173972,-0.20065764791127003,0.21026100851089374,0.05798906550289085,-0.06354570852799239,-0.1567324104458221,-0.05785142365217509,-0.7197777791752689,-0.30683686655924036,0.1036200266680803,0.06972834612812692,-0.6114191690830253,1.0036782460335758
