regime,observations,mean_return,median_return,volatility,negative_month_rate,worst_month,mean_risk_score
extreme_risk_off,6,-0.017192442728323914,-0.010853991092180548,0.03636612602654668,0.5,-0.0657817369164102,1.3634980843510938
neutral,137,0.006785244900578661,0.0036949927557961004,0.030944008421032888,0.4306569343065693,-0.11180464190681594,-0.041299310885041594
risk_off,26,-0.004272026583616673,0.0017319805256564846,0.04665294029914639,0.46153846153846156,-0.1397677790987687,0.7550500198349387
risk_on,28,0.004716761028390625,0.00025543515781545345,0.025718024489383526,0.42857142857142855,-0.04162355935593476,-0.7687709068388997
