book,variant,ann_return,ann_vol,sharpe,max_dd
G10_net,unhedged,0.01573672209268835,0.11529638869186282,0.13648928879069905,-0.38232434077351474
G10_net,hedged_gross,0.011021978122536292,0.11432608577924029,0.0964082523022729,-0.44077886930076215
G10_net,hedged_net,0.01084597312879535,0.11432622961798812,0.09486863307778359,-0.4415589159503306
EM_net,unhedged,0.035900975954205286,0.11065040250559215,0.3244540927213608,-0.40214631893058606
EM_net,hedged_gross,0.03644987633241113,0.10712322781529936,0.34026118401937616,-0.3695151767714019
EM_net,hedged_net,0.0362848224239312,0.10712441575702106,0.33871664239674554,-0.370528280133006
ALL_net,unhedged,0.050673988585439936,0.11165335261133505,0.45385102552035245,-0.2911786297907101
ALL_net,hedged_gross,0.04186812267575629,0.10688160438754797,0.39172430948869674,-0.32660912946818943
ALL_net,hedged_net,0.041701464300951646,0.10688268702772404,0.39016107716430076,-0.3277326978341186
