,baseline,MS-book,MS-equity,MS-fxvol,Vol-rank,Logit,VIX-rule (incumbent)
pre-crisis 2007-08,1.4382670294436715,1.4382670294436715,1.4382670294436715,1.4382670294436715,1.4382670294436715,1.4382670294436715,1.4382670294436715
GFC 2008-09,-0.4301207436021673,-0.4301207436021673,-0.4301207436021673,-0.4301207436021673,-0.4301207436021673,-0.4301207436021673,-0.8118881610482901
recovery 2009-11,0.34521548655204126,0.34521548655204126,0.34521548655204126,0.34521548655204126,0.5199636693028505,0.34521548655204126,0.34521548655204126
euro crisis 2011-12,-0.22398472561383256,-0.28108833042943804,-0.28559442456351786,-0.24132799893801157,-0.278322151157204,-0.5043949609294648,-0.13523053022424822
taper + EM 2013-16,0.2931403616242697,0.22820400873051203,0.18006879840557177,0.2848160132181361,0.22983750639986839,0.26475188527551413,0.28383556786472025
calm 2017-19,0.23046492913054373,-0.1189199117752631,-0.35166016713521847,0.22916160987172773,0.030337806160694585,0.12527471415563793,0.17844297325757244
covid 2020,-1.255718114622342,-1.8433053452789687,-0.7017637987630277,-1.2872685598744202,-1.6690290309214528,-1.3292558759571609,-1.1484209073393559
tightening 2021-23,0.7043870358517043,0.407994517500879,0.20060618417836404,0.6998209880486931,0.03113526016614302,0.8103862362427402,0.6233749742792243
recent 2024-26,1.9928702450344757,2.033588733754839,1.6583388433483508,1.9938120079619042,2.063170859251533,1.9352284263669919,1.9240863239039971
