model,information,mean_state0_pct,sd_state0_pct,mean_state1_pct,sd_state1_pct,p_stay_0,p_leave_1,n_refits
MS-book,insample,0.7357465444712493,2.9072439058165807,-8.216796266931377,3.423118665781575,0.9780392582177214,0.673618483945295,1.0
MS-book,realtime,-0.2988028528081933,1.4549823842543612,0.6104598051366734,3.61497635653895,1.0320525821756067e-16,0.29047068651114694,15.0
MS-equity,insample,1.3119248850468574,2.3687858670533064,-0.10798057888615148,5.987462711547805,0.9022382832538257,0.10128457755085223,1.0
MS-equity,realtime,1.297263733894022,2.3869741211484126,-0.14978999874806187,5.982976500671131,0.9204550818548475,0.08955894357998963,15.0
MS-fxvol,insample,-0.7898915155003399,8.872272443698048,34.04476042712733,10.925085443103653,0.9858221970463813,0.619804082109744,1.0
MS-fxvol,realtime,-0.7584951671980904,8.79479365405165,33.53732385747992,11.045213815378402,0.9845623819467914,0.6317337622679504,15.0
