date,AUD,CAD,CHF,EUR,GBP,JPY,NOK,NZD,SEK,BRL,CLP,CNH,COP,HUF,IDR,ILS,INR,KRW,MXN,MYR,PEN,PHP,PLN,SGD,THB,TRY,ZAR
2007-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,0.0,0.0,-0.12837706451978317,0.0,0.0,-0.09072804067120971,0.0,0.0,-0.09015668574818639,0.22483783287933384,0.0,0.0,0.0,0.0,0.0,0.0,0.4000118435651196,0.0,0.0,-0.400004747692175,0.0,0.0,0.0,-0.29073346136864575,0.10769517280225327,0.16145515194454793,0.1059999988087454
2007-04-30,0.0,0.0,-0.1382190747810453,0.0,0.0,-0.08540966216905649,0.0,0.0,-0.10587102223787219,0.1928343033819557,0.0,0.0,0.0,0.0,0.29414587611565685,0.0,0.2585001562307797,0.0,0.0,-0.36573885008181856,0.0,0.0,0.0,-0.3047613907302074,0.10927559207363216,0.14524407219797567,0.0
2007-05-31,0.0,0.0,-0.2,0.0,0.0,-0.2,0.0,0.0,-0.2,0.1352489398002712,0.0,0.0,0.0,0.0,0.13999627277095894,0.0,0.28555328881690367,0.0,0.0,0.0,-0.2,0.0,0.0,-0.2,0.20270766065221893,0.23649383795964726,0.0
2007-06-30,0.0,0.0,-0.04756687188427725,0.0,0.0,-0.13056629521868018,0.0,0.0,-0.021866832897473407,0.12233229631999462,0.0,0.0,0.0,0.0,0.12776459755640107,0.0,0.0,0.0,0.0,0.0,-0.3999999999996597,0.0,0.0,-0.3999999999999095,0.3499031061236048,0.39999999999999947,0.0
2007-07-31,0.0,0.0,-0.2,0.0,0.0,-0.2,0.0,0.0,-0.2,0.15336643607117523,0.0,0.0,0.0,0.0,0.0,0.0,0.07036192192351373,0.0,0.0,0.0,-0.2,0.0,0.0,-0.2,0.4000000000000002,0.3762716420052911,1.974553917924374e-14
2007-08-31,0.0,0.0,-0.0,0.0,0.0,-0.26445063803611446,0.0,0.0,-0.04648532206248438,0.0721413561351415,0.0,0.0,0.0,0.0,0.0,0.0,0.25702813716030265,0.0,0.0,-0.28906403990137847,0.0,0.0,0.0,-0.40000000000002284,0.399999999999999,0.2708305067045569,0.0
2007-09-30,0.0,0.0,-0.010601699950623015,0.0,0.0,-0.19775775301212498,0.0,0.0,0.0,0.0,0.0,0.0,0.16193816290849458,0.0,0.0,0.0,0.4000000000000128,-0.22189686831054017,0.0,-0.16974367872670812,0.0,0.0,0.0,-0.40000000000000363,0.0,0.400000000000008,0.038061837091484516
2007-10-31,0.0,0.0,-0.0,0.0,0.0,-0.2125046456470099,0.0,0.0,0.0,2.6407193461666024e-15,0.0,0.0,0.0,0.0,0.18449830894707567,0.0,-0.19513561311140099,0.0,0.0,-0.19235974124158758,0.0,0.0,0.0,-0.40000000000000135,0.36939417103046224,0.4,0.04610752002245945
2007-11-30,0.0,0.0,-1.5651031363938466e-13,0.0,0.0,-0.12730177028224599,0.0,1.4898260912419056e-15,0.0,0.088040649285026,0.0,0.0,0.1744300531749692,0.0,0.0,0.0,0.0,-0.08723232110846757,0.0,0.0,-0.3999999999997949,0.0,0.0,-0.3854659086093351,0.0,0.400000000000006,0.3375292975399972
2007-12-31,0.0,0.0,-3.423054703322648e-14,0.0,0.0,-0.1735934560351559,0.0,3.7665346537780726e-17,0.0,0.0,0.0,0.0,0.14270077897447578,0.0,0.0,0.0,0.3999999999999984,-0.4000000000000042,0.0,-0.026406543964885766,0.0,0.0,0.0,-0.39999999999992,0.0,0.39999999999999936,0.05729922102552635
2008-01-31,0.0,0.0,-0.0,0.0,0.0,-0.1047876136869524,0.0,0.0,0.0,4.6772031652655064e-14,0.0,0.0,0.07514565750960774,0.0,0.0,0.0,0.0,-0.15959061753597042,0.0,0.0,-0.40000000000088193,0.0,0.0,-0.3356217687761953,0.3999999999998715,0.400000000000012,0.12485434249046205
2008-02-29,0.0,0.0,-0.0,0.0,0.0,-0.12939094486060784,0.0,4.328842565471488e-16,0.0,1.6290503142528224e-15,0.0,0.0,0.3794156956537589,0.0,0.0,0.0,0.0,-0.07956480049042955,0.0,0.0,-0.4000000000005313,0.0,0.0,-0.39104425464843123,0.0,0.39999999999999813,0.220584304346241
