freq,period,carry_long,carry_short,spot_long,spot_short,total,gross,resid,universe,tenor,signal,n_buckets,weighting,max_leg_share,vol_window,rebal,vol_target,lev_cap,extra_lag,costs,cost_multiple,exposure,weight_overlay,external_legs,window_start,window_end,n_currencies
ME,2014-05-31,0.0146934297438929,1.7692145395166406e-05,0.0015363359338825319,0.019418758851892197,0.0356662166750628,0.035666216675062784,6.451002926288751e-18,ALL,1M,carry,,inv_vol,0.4,60,ME,0.1,4.0,0,True,1.0,False,,,2007-05-01,2026-06-30,27
ME,2014-06-30,0.01259675660591051,9.876617585142143e-05,-0.023804862040497296,-0.018955231619248468,-0.03006457087798383,-0.03006457087798383,2.6020852139652106e-18,ALL,1M,carry,,inv_vol,0.4,60,ME,0.1,4.0,0,True,1.0,False,,,2007-05-01,2026-06-30,27
ME,2014-07-31,0.012005185493759224,0.00013670049939007624,-0.009182946751153649,0.02935287063469702,0.032311809876692674,0.032311809876692674,-7.806255641895632e-18,ALL,1M,carry,,inv_vol,0.4,60,ME,0.1,4.0,0,True,1.0,False,,,2007-05-01,2026-06-30,27
ME,2014-08-31,0.01211839326876403,0.00027869166370544316,-0.0024351708555282858,0.033935236143068225,0.04389715022000942,0.043897150220009416,3.686287386450715e-18,ALL,1M,carry,,inv_vol,0.4,60,ME,0.1,4.0,0,True,1.0,False,,,2007-05-01,2026-06-30,27
ME,2014-09-30,0.01448312680151494,0.00039019931884757815,-0.11084094985090033,0.0801727279187565,-0.015794895811781312,-0.01579489581178131,-2.2497195079074217e-18,ALL,1M,carry,,inv_vol,0.4,60,ME,0.1,4.0,0,True,1.0,False,,,2007-05-01,2026-06-30,27
ME,2014-10-31,0.01040125083447614,0.00022516187160229038,0.002934075530449564,0.02813245725284593,0.04169294548937393,0.04169294548937394,-7.26415455565288e-18,ALL,1M,carry,,inv_vol,0.4,60,ME,0.1,4.0,0,True,1.0,False,,,2007-05-01,2026-06-30,27
ME,2014-11-30,0.007818220727158319,0.00023596003957735242,-0.012589221774218673,0.029503702674656608,0.02496866166717361,0.02496866166717362,-1.0842021724855044e-17,ALL,1M,carry,,inv_vol,0.4,60,ME,0.1,4.0,0,True,1.0,False,,,2007-05-01,2026-06-30,27
ME,2014-12-31,0.008829399099644407,0.0003859537571348576,-0.0413145617136029,0.029454262893065845,-0.002644945963757788,-0.0026449459637577846,-4.119968255444917e-18,ALL,1M,carry,,inv_vol,0.4,60,ME,0.1,4.0,0,True,1.0,False,,,2007-05-01,2026-06-30,27
ME,2015-01-31,0.005906061686405175,0.00047030096315743043,-0.013082995923632585,0.009099308368457076,0.002392675094387099,0.0023926750943871027,-5.312590645178972e-18,ALL,1M,carry,,inv_vol,0.4,60,ME,0.1,4.0,0,True,1.0,False,,,2007-05-01,2026-06-30,27
ME,2015-02-28,0.004008336526872639,0.00022709046617795116,-0.015104235213084835,0.011873514039189808,0.0010047058191555614,0.0010047058191555633,-1.7889335846010823e-18,ALL,1M,carry,,inv_vol,0.4,60,ME,0.1,4.0,0,True,1.0,False,,,2007-05-01,2026-06-30,27
ME,2015-03-31,0.005434806539202524,0.0003010978507880306,-0.0193127026179304,0.016091828729849076,0.0025150305019092318,0.0025150305019092365,-3.903127820947816e-18,ALL,1M,carry,,inv_vol,0.4,60,ME,0.1,4.0,0,True,1.0,False,,,2007-05-01,2026-06-30,27
ME,2015-04-30,0.005401031361841934,0.00033783318991552076,-0.007398851001789648,-0.024835960860905646,-0.026495947310937844,-0.02649594731093784,-3.2526065174565133e-19,ALL,1M,carry,,inv_vol,0.4,60,ME,0.1,4.0,0,True,1.0,False,,,2007-05-01,2026-06-30,27
ME,2015-05-31,0.009085358881503015,0.0006345679960416107,-0.01946452875383934,0.03091270007013691,0.021168098193842196,0.02116809819384219,4.20128341838133e-18,ALL,1M,carry,,inv_vol,0.4,60,ME,0.1,4.0,0,True,1.0,False,,,2007-05-01,2026-06-30,27
ME,2015-06-30,0.010169383651152827,0.0007492976529527024,-0.00019337032438165955,-0.02658330991101584,-0.015857998931291972,-0.015857998931291972,-5.637851296924623e-18,ALL,1M,carry,,inv_vol,0.4,60,ME,0.1,4.0,0,True,1.0,False,,,2007-05-01,2026-06-30,27
ME,2015-07-31,0.008444248173656596,0.0006403968107212175,-0.0327976263882179,0.02075277777196612,-0.002960203631873962,-0.0029602036318739687,7.37257477290143e-18,ALL,1M,carry,,inv_vol,0.4,60,ME,0.1,4.0,0,True,1.0,False,,,2007-05-01,2026-06-30,27
ME,2015-08-31,0.009789149455258158,0.0005996897303756944,-0.03535686028036446,-0.0008075529271781134,-0.02577557402190872,-0.025775574021908717,-5.163512846462215e-18,ALL,1M,carry,,inv_vol,0.4,60,ME,0.1,4.0,0,True,1.0,False,,,2007-05-01,2026-06-30,27
ME,2015-09-30,0.008626345000812894,0.0006683751195432884,-0.021281824170880533,-0.0029723571455556523,-0.014959461196080001,-0.014959461196080005,2.3310346708438345e-18,ALL,1M,carry,,inv_vol,0.4,60,ME,0.1,4.0,0,True,1.0,False,,,2007-05-01,2026-06-30,27
