variant,n_months,ann_return,ann_vol,sharpe,max_drawdown,skew,hit_rate,CVaR_99,worst_month,standing_shorts
vrp_xs (raw signal),227,0.23386456479805506,0.13845110493817003,1.6891491397088894,-0.2338492733032289,1.6603355207318127,0.7312775330396476,0.0840560394867006,-0.08473780106624847,TRY|MXN|THB|KRW|INR
vrp_xs (ccy-demeaned = pure timing),208,0.08574457874812537,0.1566713251387006,0.5472895481813024,-0.48646844261594135,-1.8419351626339988,0.5673076923076923,0.2164641395506876,-0.35815433106135036,TRY|MXN|THB|KRW|INR
