owner,workstream,variant,basis,window_set,window,start,end,n_obs,cum_return,max_drawdown,worst_obs,hit_rate,sharpe,ann_return,ann_vol,share_pnl,note
Cesare,P4-C combined ladder,add4 +skew_excl,daily_net,ERAS,pre-crisis 2007-08,2007-05-01,2008-08-31,349.0,0.0776411746805147,-0.0665153961942192,-0.0193236009010384,0.5300859598853869,0.8632645107871968,0.0561039284055087,0.0649904261144112,0.2899279016838295,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,add4 +skew_excl,daily_net,ERAS,recent 2024-26,2024-01-01,2026-06-30,652.0,-0.0795050546632482,-0.1441343697006258,-0.0350437976363334,0.4800613496932515,-0.4901350203384308,-0.0301239905616273,0.0614605961859798,-0.2908247827537483,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,add4 +skew_excl,daily_net,ERAS,recovery 2009-11,2009-07-01,2011-06-30,522.0,-0.0401366527562052,-0.1364939799095056,-0.0271502225706725,0.5038314176245211,-0.1720241645165959,-0.0156470227688953,0.0909582837554534,-0.1209409933291885,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,add4 +skew_excl,daily_net,ERAS,taper + EM 2013-16,2013-01-01,2016-12-31,1044.0,0.3312744165079744,-0.0954864513333831,-0.0395329598790524,0.5268199233716475,1.005535970127463,0.0716136650621402,0.0712193966100113,1.1070512156186385,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,add4 +skew_excl,daily_net,ERAS,tightening 2021-23,2021-01-01,2023-12-31,781.0,-0.0700848332228984,-0.1498544913396957,-0.019841345029418,0.4635083226632522,-0.388615242980303,-0.0218648335105551,0.0562634479874568,-0.2528532396808383,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,add4 +skew_excl,daily_net,STRESS,china_em_2015,2015-06-01,2016-02-29,196.0,0.0103838559638467,-0.0327068901975511,-0.0181466091061739,0.5153061224489796,0.2730936758422535,0.0147318873879502,0.0539444472396343,0.0427548882380177,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,add4 +skew_excl,daily_net,STRESS,covid_2020,2020-02-01,2020-04-30,64.0,-0.052569293231708,-0.1036759852606794,-0.0252640582348371,0.5,,,,-0.1942480521842594,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,add4 +skew_excl,daily_net,STRESS,euro_2011,2011-07-01,2012-12-31,392.0,0.0094291576641321,-0.082441251824422,-0.0188696692964624,0.4974489795918367,0.1137029902868534,0.0095560359112341,0.084043839894851,0.0554670608896291,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,add4 +skew_excl,daily_net,STRESS,gfc_2008,2008-09-01,2009-06-30,217.0,-0.0220100992241247,-0.0533859118601373,-0.0153689025752355,0.4930875576036866,-0.4170960321443288,-0.0241708432534922,0.0579503073410401,-0.0776645534661681,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,add4 +skew_excl,daily_net,STRESS,oil_2026,2026-02-01,2026-05-31,85.0,-0.0158702706967838,-0.0279332055750822,-0.0101469482953296,0.4235294117647059,,,,-0.0585421349807571,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,add4 +skew_excl,daily_net,STRESS,rates_2022,2022-01-01,2022-10-31,216.0,-0.0495974078391237,-0.0681432843203749,-0.0116127182053447,0.4768518518518518,-0.921645379929378,-0.0574152050507691,0.0622964171481753,-0.1836335309834031,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,add4 +skew_excl,daily_net,STRESS,semis_2026,2026-04-01,2026-06-30,65.0,-0.0123688948743461,-0.0219936090820933,-0.0080070074522115,0.4769230769230769,,,,-0.0461010216556802,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,add4 +skew_excl,daily_net,STRESS,taper_2013,2013-05-01,2013-09-30,109.0,-0.0698074123444747,-0.0860748838522011,-0.0215488829123552,0.4220183486238532,,,,-0.2654704854135503,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final0 baseline,daily_net,ERAS,GFC 2008-09,2008-09-01,2009-06-30,217.0,-0.0591311403556239,-0.1781896476585691,-0.0402511930187669,0.5161290322580645,-0.4301207436021675,-0.0607782268406118,0.1413050352596515,-0.0505767912858717,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final0 baseline,daily_net,ERAS,calm 2017-19,2017-01-01,2019-12-31,782.0,0.059190074061187,-0.1620708607600838,-0.0363732860181878,0.5230179028132992,0.2304649291305438,0.0239238189499788,0.103806765915466,0.0717432049492368,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final0 baseline,daily_net,ERAS,covid 2020,2020-01-01,2020-12-31,262.0,-0.1630717778480565,-0.2688794368677005,-0.0381055203606018,0.4923664122137404,-1.2557181146223484,-0.1627720238647802,0.1296246521965108,-0.1635402165070729,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final0 baseline,daily_net,ERAS,euro crisis 2011-12,2011-07-01,2012-12-31,392.0,-0.0509508740301408,-0.1896354671913932,-0.0490595446782844,0.5153061224489796,-0.2239847256138321,-0.0265682134044402,0.1186161839010663,-0.0399385167303258,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final0 baseline,daily_net,ERAS,pre-crisis 2007-08,2007-05-01,2008-08-31,349.0,0.2391575666316192,-0.0841491173492076,-0.0268770482285155,0.5501432664756447,1.438267029443672,0.1611410531241289,0.1120383418553779,0.2156627497187367,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final0 baseline,daily_net,ERAS,recent 2024-26,2024-01-01,2026-06-30,652.0,0.7092875638921083,-0.1107326824417597,-0.0417769719687692,0.593558282208589,1.9928702450344835,0.2129945560071985,0.106878285998752,0.5325490480142958,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final0 baseline,daily_net,ERAS,recovery 2009-11,2009-07-01,2011-06-30,522.0,0.0636320508769976,-0.0925280821694796,-0.0295753008816775,0.5076628352490421,0.3452154865520408,0.034883561540273,0.1010486577200943,0.0698288413108704,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final0 baseline,daily_net,ERAS,taper + EM 2013-16,2013-01-01,2016-12-31,1044.0,0.1170833055617144,-0.2297165080349731,-0.0458918102706338,0.5268199233716475,0.2931403616242702,0.0331291409282507,0.1130146007348987,0.132633792107122,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final0 baseline,daily_net,ERAS,tightening 2021-23,2021-01-01,2023-12-31,781.0,0.247232857081886,-0.1817288196868836,-0.0352670909604092,0.5710627400768246,0.7043870358517035,0.0773419379246184,0.1098003426924248,0.2316378884230088,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final0 baseline,daily_net,STRESS,china_em_2015,2015-06-01,2016-02-29,196.0,-0.0518847845100851,-0.0986856115787623,-0.0291017757743077,0.5255102040816326,-0.552481598730055,-0.062171790056444,0.1125318747255172,-0.0467296961132625,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final0 baseline,daily_net,STRESS,covid_2020,2020-02-01,2020-04-30,64.0,-0.1961865010455717,-0.2403792299900937,-0.0381055203606018,0.4375,,,,-0.2061994556891173,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final0 baseline,daily_net,STRESS,euro_2011,2011-07-01,2012-12-31,392.0,-0.0509508740301408,-0.1896354671913932,-0.0490595446782844,0.5153061224489796,-0.2239847256138321,-0.0265682134044402,0.1186161839010663,-0.0399385167303258,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final0 baseline,daily_net,STRESS,gfc_2008,2008-09-01,2009-06-30,217.0,-0.0591311403556239,-0.1781896476585691,-0.0402511930187669,0.5161290322580645,-0.4301207436021675,-0.0607782268406118,0.1413050352596515,-0.0505767912858717,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final0 baseline,daily_net,STRESS,oil_2026,2026-02-01,2026-05-31,85.0,0.1007486528886911,-0.0178260554233389,-0.017701988613771,0.6352941176470588,,,,0.0941941740965334,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final0 baseline,daily_net,STRESS,rates_2022,2022-01-01,2022-10-31,216.0,0.2554309382923316,-0.0655638908629178,-0.0218801823967604,0.6157407407407407,2.7506140838037716,0.2703339559115026,0.0982813101638972,0.2239225671577645,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final0 baseline,daily_net,STRESS,semis_2026,2026-04-01,2026-06-30,65.0,0.1168042666554125,-0.0178260554233387,-0.017701988613771,0.6461538461538462,,,,0.1077326762656418,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final0 baseline,daily_net,STRESS,taper_2013,2013-05-01,2013-09-30,109.0,-0.1285559057814608,-0.1905674581609462,-0.0403177730931683,0.4862385321100917,,,,-0.1276622718017687,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final1 +duration,daily_net,ERAS,GFC 2008-09,2008-09-01,2009-06-30,217.0,-0.0675301535180465,-0.1781896476585691,-0.0402511930187669,0.5023041474654378,-0.5002426110910042,-0.0710787398386109,0.1420885351681491,-0.0546903968970997,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final1 +duration,daily_net,ERAS,calm 2017-19,2017-01-01,2019-12-31,782.0,0.1075720515650184,-0.1644166647013182,-0.036816854307167,0.5294117647058824,0.3749082219259959,0.0380901229134775,0.1015985264814924,0.1056162513305081,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final1 +duration,daily_net,ERAS,covid 2020,2020-01-01,2020-12-31,262.0,-0.130310098122497,-0.2459515448443774,-0.033184017820261,0.4618320610687023,-1.1040603047672324,-0.1275832167990234,0.1155581957327246,-0.1185240439928519,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final1 +duration,daily_net,ERAS,euro crisis 2011-12,2011-07-01,2012-12-31,392.0,0.0138417767719907,-0.1458500340156463,-0.0416374467591028,0.4948979591836734,0.1351704483411937,0.0149472781852077,0.1105809618051881,0.0207758980764166,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final1 +duration,daily_net,ERAS,pre-crisis 2007-08,2007-05-01,2008-08-31,349.0,0.2391575666316192,-0.0841491173492076,-0.0268770482285155,0.5501432664756447,1.438267029443672,0.1611410531241289,0.1120383418553779,0.1994083070009014,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final1 +duration,daily_net,ERAS,recent 2024-26,2024-01-01,2026-06-30,652.0,0.6987443121666488,-0.110451799531656,-0.0392992141809823,0.588957055214724,1.9868461711356196,0.2105032008783364,0.1059484140928833,0.4866513376992792,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final1 +duration,daily_net,ERAS,recovery 2009-11,2009-07-01,2011-06-30,522.0,0.0880325998819335,-0.0972465224625571,-0.028724860894929,0.5153256704980843,0.4738889076229549,0.0452945654180837,0.0955805563065044,0.0838355507762126,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final1 +duration,daily_net,ERAS,taper + EM 2013-16,2013-01-01,2016-12-31,1044.0,0.1420010497397941,-0.2412221315590496,-0.0421161980853926,0.5268199233716475,0.3445723309283935,0.0382202405862496,0.1109208057514991,0.1414834159803339,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final1 +duration,daily_net,ERAS,tightening 2021-23,2021-01-01,2023-12-31,781.0,0.1407305152870399,-0.181129145502795,-0.0383421975458564,0.5518565941101152,0.4321483815007403,0.048909822814465,0.113178308442609,0.1354436800262993,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final1 +duration,daily_net,STRESS,china_em_2015,2015-06-01,2016-02-29,196.0,-0.0333898748270318,-0.0850594057264602,-0.0291751405947169,0.5153061224489796,-0.3398475243325971,-0.0375579433744551,0.1105141002519073,-0.026101742198112,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final1 +duration,daily_net,STRESS,covid_2020,2020-02-01,2020-04-30,64.0,-0.1696579539115337,-0.2127832390364341,-0.033184017820261,0.40625,,,,-0.1631097528341349,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final1 +duration,daily_net,STRESS,euro_2011,2011-07-01,2012-12-31,392.0,0.0138417767719907,-0.1458500340156463,-0.0416374467591028,0.4948979591836734,0.1351704483411937,0.0149472781852077,0.1105809618051881,0.0207758980764166,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final1 +duration,daily_net,STRESS,gfc_2008,2008-09-01,2009-06-30,217.0,-0.0675301535180465,-0.1781896476585691,-0.0402511930187669,0.5023041474654378,-0.5002426110910042,-0.0710787398386109,0.1420885351681491,-0.0546903968970997,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final1 +duration,daily_net,STRESS,oil_2026,2026-02-01,2026-05-31,85.0,0.1006148379817646,-0.0197843747518704,-0.0178721767154942,0.611764705882353,,,,0.0869063631209605,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final1 +duration,daily_net,STRESS,rates_2022,2022-01-01,2022-10-31,216.0,0.1468204481001294,-0.0723414540584588,-0.0201729725148018,0.5231481481481481,1.6111586907190758,0.1650921138552396,0.1024679411197896,0.1264421003006465,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final1 +duration,daily_net,STRESS,semis_2026,2026-04-01,2026-06-30,65.0,0.1184887773084282,-0.0197843747518704,-0.0178721767154942,0.6307692307692307,,,,0.1009875495475825,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final1 +duration,daily_net,STRESS,taper_2013,2013-05-01,2013-09-30,109.0,-0.1564616714379265,-0.2092227134317608,-0.0409062005481435,0.4587155963302752,,,,-0.1473156440702272,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final2 +vix_gate,daily_net,ERAS,GFC 2008-09,2008-09-01,2009-06-30,217.0,-0.1017443183110337,-0.1781896476585691,-0.0402511930187669,0.4976958525345622,-0.8825573938231157,-0.1159312778820759,0.1313583441637464,-0.0942861267730964,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final2 +vix_gate,daily_net,ERAS,calm 2017-19,2017-01-01,2019-12-31,782.0,0.08732610041118,-0.1554531809360341,-0.036816854307167,0.5242966751918159,0.3305379652652706,0.0315373690687624,0.095412244228745,0.0924314257812326,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final2 +vix_gate,daily_net,ERAS,covid 2020,2020-01-01,2020-12-31,262.0,-0.069503970402738,-0.1674872832221471,-0.033184017820261,0.4961832061068702,-0.8103502911689554,-0.0659599262860396,0.0813968070411752,-0.0647692534966803,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final2 +vix_gate,daily_net,ERAS,euro crisis 2011-12,2011-07-01,2012-12-31,392.0,0.0314943141225201,-0.1458500340156463,-0.0416374467591028,0.4923469387755102,0.237661068211398,0.0258430032307842,0.10873890042351,0.0379678921764523,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final2 +vix_gate,daily_net,ERAS,pre-crisis 2007-08,2007-05-01,2008-08-31,349.0,0.2391575666316192,-0.0841491173492076,-0.0268770482285155,0.5501432664756447,1.438267029443672,0.1611410531241289,0.1120383418553779,0.2107749831306755,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final2 +vix_gate,daily_net,ERAS,recent 2024-26,2024-01-01,2026-06-30,652.0,0.649400557452525,-0.110451799531656,-0.0392992141809823,0.588957055214724,1.915358165963727,0.1988797461214074,0.1038342330199843,0.4859880508791687,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final2 +vix_gate,daily_net,ERAS,recovery 2009-11,2009-07-01,2011-06-30,522.0,0.0880325998819335,-0.0972465224625571,-0.028724860894929,0.5153256704980843,0.4738889076229549,0.0452945654180837,0.0955805563065044,0.0886143464450918,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final2 +vix_gate,daily_net,ERAS,taper + EM 2013-16,2013-01-01,2016-12-31,1044.0,0.1332246318177012,-0.2412221315590496,-0.0421161980853926,0.5306513409961686,0.3361594019287982,0.0359105442864668,0.1068259405520749,0.1405108706998349,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final2 +vix_gate,daily_net,ERAS,tightening 2021-23,2021-01-01,2023-12-31,781.0,0.095573501164913,-0.1811291455027944,-0.0383421975458564,0.5544174135723432,0.3305214688288273,0.0351090140951097,0.1062230971546731,0.1027678111573205,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final2 +vix_gate,daily_net,STRESS,china_em_2015,2015-06-01,2016-02-29,196.0,-0.0353154280252895,-0.0833741561393466,-0.025933475553489,0.5459183673469388,-0.4479553773229921,-0.0418615258369091,0.0934502139187971,-0.0307509519138288,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final2 +vix_gate,daily_net,STRESS,covid_2020,2020-02-01,2020-04-30,64.0,-0.1057487466685701,-0.1500570698703491,-0.033184017820261,0.484375,,,,-0.1038008294566964,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final2 +vix_gate,daily_net,STRESS,euro_2011,2011-07-01,2012-12-31,392.0,0.0314943141225201,-0.1458500340156463,-0.0416374467591028,0.4923469387755102,0.237661068211398,0.0258430032307842,0.10873890042351,0.0379678921764523,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final2 +vix_gate,daily_net,STRESS,gfc_2008,2008-09-01,2009-06-30,217.0,-0.1017443183110337,-0.1781896476585691,-0.0402511930187669,0.4976958525345622,-0.8825573938231157,-0.1159312778820759,0.1313583441637464,-0.0942861267730964,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final2 +vix_gate,daily_net,STRESS,oil_2026,2026-02-01,2026-05-31,85.0,0.0874063283449528,-0.0127016329999964,-0.011333000714707,0.611764705882353,,,,0.0801006792604399,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final2 +vix_gate,daily_net,STRESS,rates_2022,2022-01-01,2022-10-31,216.0,0.0821962964636882,-0.0739419588156969,-0.0161555215817645,0.5324074074074074,1.0787042795729251,0.0961151734515486,0.0891024308252508,0.0778095930288467,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final2 +vix_gate,daily_net,STRESS,semis_2026,2026-04-01,2026-06-30,65.0,0.0938192827869259,-0.0110618778799242,-0.0090211824086087,0.6307692307692307,,,,0.0851910620129833,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final2 +vix_gate,daily_net,STRESS,taper_2013,2013-05-01,2013-09-30,109.0,-0.1564616714379265,-0.2092227134317608,-0.0409062005481435,0.4587155963302752,,,,-0.1557129332312438,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final3 +skew_excl,daily_net,ERAS,GFC 2008-09,2008-09-01,2009-06-30,217.0,-0.0220100992241247,-0.0533859118601373,-0.0153689025752355,0.4930875576036866,-0.4170960321443288,-0.0241708432534922,0.0579503073410401,-0.0236733730569926,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final3 +skew_excl,daily_net,ERAS,calm 2017-19,2017-01-01,2019-12-31,782.0,0.1452223132470866,-0.0955079779415829,-0.016221237945753,0.5332480818414322,0.644618036412521,0.0462741969690992,0.071785451779519,0.1633255953912094,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final3 +skew_excl,daily_net,ERAS,covid 2020,2020-01-01,2020-12-31,262.0,-0.029591389976901,-0.1166360459500391,-0.0252640582348371,0.4847328244274809,-0.3914515660298717,-0.0265863653583789,0.067917381524411,-0.0314390103100193,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final3 +skew_excl,daily_net,ERAS,euro crisis 2011-12,2011-07-01,2012-12-31,392.0,0.0491822792676672,-0.082441251824422,-0.0188696692964624,0.4897959183673469,0.3782429830391428,0.0351776133890732,0.0930026860152826,0.0622387762298864,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final3 +skew_excl,daily_net,ERAS,pre-crisis 2007-08,2007-05-01,2008-08-31,349.0,0.0776411746805147,-0.0665153961942192,-0.0193236009010384,0.5300859598853869,0.8632645107871968,0.0561039284055087,0.0649904261144112,0.0883745681893639,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final3 +skew_excl,daily_net,ERAS,recent 2024-26,2024-01-01,2026-06-30,652.0,0.1830784234199411,-0.1430848879481878,-0.0350437976363334,0.5322085889570553,0.7698178638412884,0.0690042010831384,0.0896370483516928,0.2030634375941668,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final3 +skew_excl,daily_net,ERAS,recovery 2009-11,2009-07-01,2011-06-30,522.0,-0.0401366527562052,-0.1364939799095056,-0.0271502225706725,0.5038314176245211,-0.1720241645165959,-0.0156470227688953,0.0909582837554534,-0.0368647101565109,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final3 +skew_excl,daily_net,ERAS,taper + EM 2013-16,2013-01-01,2016-12-31,1044.0,0.3874135308023261,-0.1906649354055879,-0.0395329598790524,0.5239463601532567,0.8889679386507993,0.0834636558485659,0.0938882632541732,0.3932842083641175,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final3 +skew_excl,daily_net,ERAS,tightening 2021-23,2021-01-01,2023-12-31,781.0,0.1614463101127854,-0.0741016492674285,-0.019841345029418,0.5096030729833547,0.6390429848325484,0.0515433448954739,0.0806570858593809,0.1816905077547786,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final3 +skew_excl,daily_net,STRESS,china_em_2015,2015-06-01,2016-02-29,196.0,-0.0012087151267963,-0.0507288626546295,-0.0284836687127352,0.5255102040816326,0.0224743550274655,0.0018572348867638,0.0826379615563654,0.0016429771008788,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final3 +skew_excl,daily_net,STRESS,covid_2020,2020-02-01,2020-04-30,64.0,-0.0282625390023179,-0.0813528491775602,-0.0252640582348371,0.515625,,,,-0.031105639763796,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final3 +skew_excl,daily_net,STRESS,euro_2011,2011-07-01,2012-12-31,392.0,0.0491822792676672,-0.082441251824422,-0.0188696692964624,0.4897959183673469,0.3782429830391428,0.0351776133890732,0.0930026860152826,0.0622387762298864,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final3 +skew_excl,daily_net,STRESS,gfc_2008,2008-09-01,2009-06-30,217.0,-0.0220100992241247,-0.0533859118601373,-0.0153689025752355,0.4930875576036866,-0.4170960321443288,-0.0241708432534922,0.0579503073410401,-0.0236733730569926,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final3 +skew_excl,daily_net,STRESS,oil_2026,2026-02-01,2026-05-31,85.0,0.0274202468670718,-0.0331924355822769,-0.015015244633478,0.5411764705882353,,,,0.0324344076606619,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final3 +skew_excl,daily_net,STRESS,rates_2022,2022-01-01,2022-10-31,216.0,0.0497442260496094,-0.0452115385541663,-0.0130952129925611,0.5,0.749142827826152,0.0598099970361298,0.0798379091603738,0.0583090731527739,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final3 +skew_excl,daily_net,STRESS,semis_2026,2026-04-01,2026-06-30,65.0,0.0578237649589095,-0.0246684213660175,-0.0106714563068016,0.5384615384615384,,,,0.0647524307079111,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final3 +skew_excl,daily_net,STRESS,taper_2013,2013-05-01,2013-09-30,109.0,-0.1235193912941047,-0.1715368376450677,-0.0391769295290501,0.4311926605504587,,,,-0.1449614911444798,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final_loo -duration,daily_net,ERAS,GFC 2008-09,2008-09-01,2009-06-30,217.0,-0.0131265236378496,-0.0394233022118309,-0.0153689025752355,0.5069124423963134,-0.2550590853835676,-0.0138703302554931,0.0543808515373384,-0.0150264805550036,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final_loo -duration,daily_net,ERAS,calm 2017-19,2017-01-01,2019-12-31,782.0,0.0954141242304424,-0.0833242788592847,-0.0199530327420243,0.5319693094629157,0.4336660622335951,0.0321078930056005,0.0740382884476341,0.1253514315698079,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final_loo -duration,daily_net,ERAS,covid 2020,2020-01-01,2020-12-31,262.0,-0.0643410208704614,-0.1326728928702528,-0.0301855607751779,0.4541984732824427,-0.935442975543466,-0.0617751724241356,0.0660384160651225,-0.0808027228368192,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final_loo -duration,daily_net,ERAS,euro crisis 2011-12,2011-07-01,2012-12-31,392.0,-0.0152311325693654,-0.106699635165676,-0.0195924728789337,0.4923469387755102,-0.0753744541357272,-0.0063378782005746,0.0840852285200229,-0.0124033984075333,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final_loo -duration,daily_net,ERAS,pre-crisis 2007-08,2007-05-01,2008-08-31,349.0,0.0776411746805147,-0.0665153961942192,-0.0193236009010384,0.5300859598853869,0.8632645107871968,0.0561039284055087,0.0649904261144112,0.0977528519082923,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final_loo -duration,daily_net,ERAS,recent 2024-26,2024-01-01,2026-06-30,652.0,0.1896184409076746,-0.1362950316621324,-0.0298479740512586,0.5260736196319018,0.7638470533780609,0.0714955562120005,0.0935993087828464,0.2327219691142288,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final_loo -duration,daily_net,ERAS,recovery 2009-11,2009-07-01,2011-06-30,522.0,-0.0603038299086798,-0.1400916276720941,-0.0311902945750191,0.475095785440613,-0.292313381842679,-0.026058026646706,0.0891441455141122,-0.0679082853463363,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final_loo -duration,daily_net,ERAS,taper + EM 2013-16,2013-01-01,2016-12-31,1044.0,0.356928414425405,-0.1691628427498925,-0.0433085720642936,0.514367816091954,0.810001210614355,0.0783725561905669,0.096756097600304,0.4084841865631881,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final_loo -duration,daily_net,ERAS,tightening 2021-23,2021-01-01,2023-12-31,781.0,0.2689540574514628,-0.0869860490275191,-0.0203038360924395,0.5556978233034571,1.0137819096088572,0.0799754600056272,0.0788882295566743,0.3118304479901754,source: cesare/outputs/p4_combined_by_episode.csv
Cesare,P4-C combined ladder,final_loo -duration,daily_net,STRESS,china_em_2015,2015-06-01,2016-02-29,196.0,-0.0199436736457957,-0.0498172103400379,-0.0221164508691547,0.4795918367346938,-0.2866710968884564,-0.0227566117952251,0.079382302723318,-0.0222676512208896,source: cesare/outputs/p4_combined_by_episode.csv
