date,AUD,CAD,CHF,EUR,GBP,JPY,NOK,NZD,SEK
2018-04-30,0.5624484610087829,0.6518536523909578,-0.6152621800225964,0.0,0.0,-0.6277605592704304,0.0,0.5613313315408855,-0.5326107056475994
2018-05-31,0.5615376278291087,0.6408178219273313,-0.644231753607014,-0.6259127570071534,0.0,0.0,0.0,0.5334771520073476,-0.4656880911496202
2018-06-30,0.5679446216679086,0.6057540281988839,-0.6993546528304722,-0.6414186267938637,0.0,0.0,0.0,0.5746738298863682,-0.40759920012882483
2018-07-31,0.5925784826852828,0.6691320564884218,-0.7650575969982136,-0.6733563133755708,0.0,0.0,0.0,0.6509074705868024,-0.4742040993867228
2018-08-31,0.5911675149417867,0.6918757539778065,-0.7760991594599355,-0.6756937546807955,0.0,0.0,0.0,0.6571802740901967,-0.488430628869059
2018-09-30,0.6072918838437369,0.813140570259356,-0.8294684754444988,-0.674017239436631,0.0,0.0,0.0,0.6532177221727262,-0.5701644613946893
2018-10-31,0.5483791582565217,0.7252892246206163,-0.7059943862537443,-0.6452133296307809,0.0,0.0,0.0,0.5732137542148689,-0.4956744212074818
2018-11-30,0.5422770806167941,0.7137040181043556,-0.6987622197495887,-0.6288015205772987,0.0,0.0,0.0,0.5393474026172428,-0.467764761011505
2018-12-31,0.5834991771332151,0.7527317948518369,-0.6943153435130339,0.0,0.0,-0.7527293880765156,0.0,0.5455868476113774,-0.43477308800687986
2019-01-31,0.4676427937476022,0.6099662255180859,-0.6099609947507892,-0.5445952901107336,0.0,0.0,0.0,0.4472885449804405,-0.3703412793846057
2019-02-28,0.40582490835895624,0.5662511904437707,-0.5402481606025102,-0.49192025021967467,0.0,0.0,0.0,0.44355065558986434,-0.3834583435704065
2019-03-31,0.4227131652570617,0.5747415812708488,-0.48799432583339203,-0.4931447857381239,0.0,-0.4557065683431516,0.0,0.4393909333867568,0.0
2019-04-30,0.5655701626018099,0.7262706429531108,-0.619896839913912,-0.5500181133502663,0.0,-0.6457593739563602,0.0,0.5238335216656177,0.0
2019-05-31,0.6004681778738297,0.770398698877532,-0.7346090288740899,-0.5774905043154648,0.0,-0.6138924986476217,0.0,0.5551251550858148,0.0
2019-06-30,0.6471855620884159,0.8284937410646811,-0.7366391065284659,-0.7529838727948762,0.0,-0.5816064212630708,0.0,0.5955500974333157,0.0
2019-07-31,0.0,0.8781183718577776,-0.6587364721859617,-0.7898799975524867,0.0,-0.7466725775422749,0.621912486882004,0.6952581885409419,0.0
2019-08-31,0.0,0.9549160211363349,-0.7533214463452517,-0.9549043210073069,0.0,0.0,0.6747808039297043,0.7575610751431734,-0.6790321328566544
2019-09-30,0.0,0.8583291275804599,-0.642535858433516,-0.8583166315389408,0.0,-0.6449369723007542,0.6071481402555458,0.6803121944372057,0.0
2019-10-31,0.0,0.8294071093229742,-0.6656843895271355,-0.8054249197039586,0.0,-0.6023797429655936,0.6020028949505719,0.6420790479231419,0.0
2019-11-30,0.0,0.856083939183745,-0.6798734466366395,-0.8240282927843606,0.0,-0.6362994887341553,0.6404271003239498,0.6436901886474604,0.0
2019-12-31,0.0,0.9471043915999814,-0.7558057514104696,-0.8071819090964546,0.0,-0.8047393814551953,0.7433282172557966,0.6772944331063417,0.0
2020-01-31,0.0,1.0134463797203777,-0.7612474822069694,-0.9161987500051526,0.0,-0.8561482234415231,0.7735770280984186,0.7465710478348491,0.0
2020-02-29,0.0,0.8908847971052385,-0.6686288519757951,-0.8061234197233337,0.0,-0.7524341836935621,0.688054860244293,0.6482467980431592,0.0
2020-03-31,0.0,0.6457149129152184,-0.5886962550290514,-0.6008446371221592,0.0,-0.4247158885235808,0.46725237364525024,0.5012894941143229,0.0
2020-04-30,0.23898673545828047,0.0,-0.2450256359366268,-0.23575482879443493,0.0,-0.154029520321609,0.14189766941661702,0.2539255801777732,0.0
2020-05-31,0.15886281856694756,0.23149436328409986,-0.22122558012340912,-0.2097127760665275,0.0,-0.14779649106399392,0.0,0.18837766540288317,0.0
2020-06-30,0.1591492927634237,0.2271135056211006,-0.21553766906763425,-0.20079752059041941,0.0,-0.15144821936043218,0.0,0.18152061063396138,0.0
2020-07-31,0.0,0.365881349413405,-0.3000994941582489,-0.2787157968616941,0.0,-0.3358817391357055,0.24606718555133195,0.3027484951909117,0.0
2020-08-31,0.3430532075391659,0.4560771628873246,-0.4006731820794963,-0.3596421474283058,0.0,-0.3798750903644267,0.0,0.3410600494457382,0.0
